regcenterName;lendingOfficeName;lendingOfficeCode;type;organizationName;shopName;commercialNetName;shopCode;shopAddress;locationMessage;workingHours;latitude;longitude;order
ВОЛЖСКО-УРАЛЬСКИЙ;ЕКАТЕРИНБУРГ;1-4TFH-18;IPOS;Мобильный офис;new_mIPos_Каменск-Уральский_Проспект Победы д.11 А ТЦ Октябрьский;;660103452000123;623428, Свердловская обл, Каменск-Уральский г, Победы пр-кт, д. 11А;ТЦ Октябрьский, на 1 эт. у входа в ТЦ,  налево. Рядом отделение банка Хоум кредит;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";56.419577;61.91851;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ЕКАТЕРИНБУРГ;1-4TFH-18;POS;ИП Козлов Леонид Иванович;33 КОМОДА 2п, ИП Козлов Л.И., Первоуральск, Ленина, 10;;660102531000001;623101, Свердловская обл, Первоуральск г, Ленина ул, д. 10;ТТ 33 комода мебель в ТЦ КИТ на 2м этаже, вход рядом с Pizza Mia;"Пн-Пт: 10:00-19:00 ; Сб: 10:00-19:00 ; Вс: 10:00-19:00";56.9125773;59.9496725;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ЕКАТЕРИНБУРГ;1-4TFH-18;POS;ИП Некрасов Ю.А.;Спектр Бытовая техника, ИП Некрасов Ю.А.,  Артинский р-н, Арти пгт, Рабочей Молодежи ул, д. 96;;660103621000001;623340, Свердловская обл, Артинский р-н, Арти рп, Рабочей молодежи ул, д. 96;ТТ Спектр, ТЦ Лидер, 2 этаж, прямо с входа в ТТ;"Пн-Пт: 09:00-18:00 ; Сб: 09:00-16:00 ; Вс: 09:00-16:00";56.4128096;58.5343314;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ЕКАТЕРИНБУРГ;1-4TFH-18;POS;ИП Могильникова С.Н.;Эксперт Зибель, г. КРАСНОУФИМСК, ул. Мизерова, д. 115;;660100688001;623300, Свердловская обл, Красноуфимск г, Мизерова ул, д. 115;ТЦ Эксперт, центр города, рядом администрация;"Пн-Пт: 09:00-20:00 ; Сб: 09:00-18:00 ; Вс: 09:00-18:00";56.6156894;57.775535;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ЕКАТЕРИНБУРГ;1-4TFH-18;POS;ИП Плотников Ю.Н.;ТРИО, Ип Плотников Ю.Н., г. Первоуральск, ул. Трубников 19;;660100825000001;623104, Свердловская обл, Первоуральск г, Трубников ул, д. 19;ТТ Трио, центр города, жилой дом, 1 этаж;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";56.8995278;59.9520765;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ЕКАТЕРИНБУРГ;1-4TFH-18;POS;"ООО ""ДНС РИТЕЙЛ""";"ДНС Брокер УП, ООО ""ДНС Ритейл"" Свердловская обл., г. Камышлов, ул. Карла Маркса, 50";ЭКСПЕРТ-РИТЕЙЛ;250101734000328;624860, Свердловская обл, Камышлов г, Карла Маркса ул, д. 50;ТЦ ДНС, на втором этаже, центр города;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";56.8462811;62.6979238;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ЕКАТЕРИНБУРГ;1-4TFH-18;POS;ИП Плотников Ю.Н.;Трио Ревда точка 1,2 порядок;;660100825000003;623280, Свердловская обл, Ревда г, Максима Горького ул, д. 21;ТТ Трио, центр города, жилой дом, 1 этаж;"Пн-Пт: 10:00-18:00 ; Сб: 10:00-18:00 ; Вс: 10:00-18:00";56.7990032;59.9081612;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ЕКАТЕРИНБУРГ;1-4TFH-18;IPOS;Мобильный офис;NEW mIPOS Ирбит, ул. Советская д. 34, корпус б;;660103452000002;623850, Свердловская обл, Ирбит г, Советская ул, д. 34, кор. б;ТЦ  Антураж, на 1 эт. у входа в ТЦ;"Пн-Пт: 10:00-21:00 ; Сб: 10:00-21:00 ; Вс: 10:00-21:00";57.6773434;63.0648138;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ЕКАТЕРИНБУРГ;1-4TFH-18;POS;ИП Ясман Надежда Владимировна;Товары для дома, ИП Ясман Н.В., Каменск-Уральский, пр. Победы, 63;;6601567001;623428, Свердловская обл, Каменск-Уральский г, Победы пр-кт, д. 63;ТТ Товары для дома - мебель, 1 этаж, при входе направо, рядом расположен ТЦ Сити МОЛЛ;"Пн-Пт: 10:00-19:00 ; Сб: 10:00-17:00 ; Вс: 10:00-16:00";56.4240167;61.9031874;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ЕКАТЕРИНБУРГ;1-4TFH-18;POS;ПАНАЕВ КОНСТАНТИН ВАЛЕРЬЕВИЧ;220 v ИП ПАНАЕВ К.В. ТУРИНСК Социалистическая 77;;6601352001;623900, Свердловская обл, Туринский р-н, Туринск г, Социалистическая ул, д. 77;"ТТ 220V, 2 этаж, напротив входа, радом магазин ""Монетка""";"Пн-Пт: 09:00-19:00 ; Сб: 09:00-17:00 ; Вс: 09:00-17:00";58.0534135;63.6854705;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;IPOS;Мобильный офис;mIPOS_Сарапул_Горького_16 (ТЦ Европа);;660103452000129;427960, Удмуртская Респ, Сарапул г, Горького ул, д. 16;ТЦ Европа, вход рядом с магазином ДНС;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";56.4760904;53.8148867;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;"ООО ""СТС 18""";СТС 18, ООО Сантеплоснаб, Ижевск г, Пойма ул, дом 7, офис 108;;180102079000002;426028, Удмуртская Респ, Ижевск г, Пойма ул, д. 7, офис 108;"Магазин ""хозяйственная база"" кредитный отдел 1 этаж, возле зоны банкоматов";"Пн-Пт: 10:00-19:00 ; Сб: 10:00-19:00 ; Вс: 10:00-19:00";56.8116005;53.1963439;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;"ООО ""Техностиль""";"ТЕХПРОМ ВОТКИНСК, ООО ""Техностиль"", г.Воткинск, ул. 1 Мая, д.102";;180103145000001;427433, Удмуртская Респ, Воткинск г, 1 Мая ул, д. 102;магазин Техпром, сотрудник находится в конце торгового зала;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";57.0599698;53.9987442;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС РИТЕЙЛ г. Ижевск ул. Удмуртская,д. 268;ЭКСПЕРТ-РИТЕЙЛ;2501017340001876;426034, Удмуртская Респ, Ижевск г, Удмуртская ул, д. 268;точка продаж в магазине ДНС;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";56.8573582;53.223151;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;"ООО ""Олис тур""";Коллекция путешествий_ООО Коллекция путешествий_г. Ижевск, ул. Пушкинская 284А;;180102263000001;426011, Удмуртская Респ, Ижевск г, Пушкинская ул, д. 284А;не указано;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";56.8710443;53.2087215;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС РИТЕЙЛ Удмуртская Респ., г. Воткинск, ул. 1 мая, д. 100;ЭКСПЕРТ-РИТЕЙЛ;2501017340001865;427433, Удмуртская Респ, Воткинск г, 1 Мая ул, д. 100;Точка продаж в магазине ДНС;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";57.0595416;53.9988874;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;ИП Захаров А.И.;Мастер-Мебель ИП Захаров Ува Станционная, д. 2а;;1801231000001;427000, П.УВА, Станционная, д. 2а;"Магазин ""Мебельград"" кредитный отдел";"Пн-Пт: 09:00-18:00 ; Сб: 09:00-15:00 ; Вс: 09:00-15:00";56.9868663;52.1839387;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;"ПО ""Сельское"", потребительский кооператив";"магазин ""Подворье"", ПО ""Сельское"", пос.Балезино, ул.Кооперативная, д.1";;180102806000001;427550, Удмуртская Респ, Балезинский р-н, Балезино п, Кооперативная ул, д. 1;"Райповский магазин ""Подворье"". 1 этаж, В одном здании с магазином DNS";"Пн-Пт: 09:00-17:00 ; Сб: 09:00-15:00 ; Вс: Выходной";57.9732433;53.0103598;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;ИП Кокоулин Роман Владимирович;Мастер,ИП Кокоулин Р.В.,Сюмси с, Советская ул,дом 44;;180102772000001;427370, Удмуртская Респ, Сюмсинский р-н, Сюмси с, Советская ул, д. 44;не указано;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";57.1092399;51.6048406;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;ИП Котова Т.В.;"""Мир техники""_ ИП Котова Т.В. пос.Кез, ул.Кооперативная, д.13";;180101177000001;427580, Удмуртская Респ, Кезский р-н, Кез п, Кооперативная ул, д. 13;"Магазин бытовой техники ""Весна"" 1 этаж";"Пн-Пт: 09:00-17:00 ; Сб: 09:00-14:00 ; Вс: Выходной";57.8951665;53.7129524;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС РИТЕЙЛ г. Сарапул ул. Горького,д. 16;ЭКСПЕРТ-РИТЕЙЛ;2501017340001873;427960, Удмуртская Респ, Сарапул г, Горького ул, д. 16;не указано;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";56.4760904;53.8148867;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;ИП Черенев И.В.;"Магазин ""Дружба"" ИП Черенев И.В. ул.Драгунова д. 23";;180100568000001;427627, Удмуртская Респ, Глазов г, Драгунова ул, д. 23;Магазин садовой техники и инструмента. 1 ЭТАЖ;"Пн-Пт: 09:00-18:00 ; Сб: 09:00-15:00 ; Вс: 09:00-15:00";58.1291748;52.6722459;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;ИП Уразбахтин Н.М.;Стройматериалы, ИП Уразбахтин Н.М., с. Алнаши, ул. Садовая, д.20;;180101418000004;427880, Удмуртская Респ, Алнашский р-н, Алнаши с, Садовая ул, д. 20;не указано;"Пн-Пт: 09:00-19:00 ; Сб: 09:00-19:00 ; Вс: 09:00-19:00";56.1869064;52.4725366;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;ИП Симонович И.В.;ИП Симонович И.В. 3;;1801280003;422230, АГРЫЗ, К. Маркса, д. 11;не указано;"Пн-Пт: 08:00-19:00 ; Сб: 09:00-18:00 ; Вс: 09:00-18:00";56.5272637;52.9967669;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;ИП Чеглакова Н.М.;MOBIL GRUPP Селты;;180100882000002;427000, С. СЕЛТЫ, Ленина, д. 13;не указано;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";57.3091642;52.1359272;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;"ООО ""Техностиль""";"ТЕХПРОМ ГЛАЗОВ, ООО ""Техностиль"", г.Глазов, ул. Динамо, дом 5";;180103145000003;427621, Удмуртская Респ, Глазов г, Динамо ул, д. 5;Район центрального рынка. Магазин располагается в одном здании с DNS. Сотрудник Банка находиться на втором этаже;"Пн-Пт: 10:00-19:00 ; Сб: 10:00-18:00 ; Вс: 10:00-18:00";58.1368803;52.6597586;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;ИП Ледянкин Дмитрий Константинович;"""Техно Топ"", ИП Ледянкин Д.К., г.Глазов, Пряженникова ул, д.14Б";;180103052000001;427621, Удмуртская респ, Глазов г, Пряженникова ул, д. 14Б;"ТТ находиться в одном здании с магазином ""Светофор"". Сотрудник банка находиться на втором этаже";"Пн-Пт: 10:00-19:00 ; Сб: 10:00-18:00 ; Вс: 10:00-18:00";58.1350671;52.6565914;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;ИП Симонович И.В.;Пятерка 1,2 порядок , ИП Симонович И.В. с. Малая Пурга, ул.Советская, д.59;;1801280000002;427820, Удмуртская респ, Малопургинский р-н, Малая Пурга с, Советская ул, д. 59;"Магазин ""пятерка"". 2 этаж, отдел с бытовой техникой. Подходить к кассе";"Пн-Пт: 09:00-19:00 ; Сб: 09:00-19:00 ; Вс: 09:00-19:00";56.54586;53.0039608;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;ИП Перевозчикова Н.В.;"""Бензосила"", ИП Перевозчикова Н.В., пос.Игра, мкр.Нефтяников, д.30";;180101397000002;427145, Удмуртская Респ, Игринский р-н, Игра п, Нефтяников мкр, д. 30;оформление - В здании Универмага (райповский магазин) напротив Церкви. 1 этаж;"Пн-Пт: 09:00-17:00 ; Сб: 09:00-14:00 ; Вс: Выходной";57.543125;53.0840894;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;ИП Залазаева Л.М.;"Меком ""Азбука ремонта""_ИП Залазаева Л.М., г Ижевск, ул Молодежная, д.107б, офис 335";;180101659000005;426072, Удмуртская Респ, Ижевск г, Молодежная ул, д. 107б;не указано;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";56.854064;53.293983;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;1-4TFH-39;POS;КАЗАНЦЕВА СВЕТЛАНА ВАЛЕРЬЕВНА;Мебельный двор, ИП Казанцева С.В., г. Можга, ул. Можгинская, д. 62;;1801122000006;427790, Удмуртская Респ, Можга г, Можгинская ул, д. 62;Мебельный Двор, 1 этаж;"Пн-Пт: 10:00-18:00 ; Сб: 10:00-17:00 ; Вс: 10:00-17:00";56.4417065;52.2132876;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ИЖЕВСК;;POS;"ООО ""КРЕДИТНЫЕ СИСТЕМЫ""";14-09 КБМ РБТ г Воткинск ул 1 Мая д 77;КРЕДИТ БРОКЕР МЕНЕДЖМЕНТ;770106821000002;427433, Удмуртская Респ, Воткинск г, 1 Мая ул, д. 77;магазин РБТ, 2ой этаж, кредитная зона;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";57.0594272;53.9978547;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;ИП Хурамшин Риназ Рамизович;Tele2 ИП Хурамшин Р.Р., РТ, г.Наб.Челны, пр-т. Набережночелнинский, д.8а;КРЕДИТНЫЙ ОТДЕЛ;160102420000007;423800, Татарстан Респ, Набережные Челны г, Набережночелнинский пр-кт, д. 8, кор. а;не указано;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.70598;52.351955;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;;"14-09 СИТИЛИНК ООО ""Ситилинк"",  Республика Татарстан, г. Альметьевск, ул Ленина 1 В(оффлайн)";;770103914012114;423458, Татарстан Респ, Альметьевский р-н, Альметьевск г, Ленина ул, д. 1В;ТЦ Час Пик магазин Ситилинк;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";54.903785;52.314436;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;ЭЛИС НУРЛАТ;"ООО ""Элис"" г. Нурлат, ул. Карла Маркса, д. 10";;1602079001;423040, Татарстан Респ, Нурлатский р-н, Нурлат г, К.Маркса ул, д. 10;Точка продаж в магазине Цифропарк;"Пн-Пт: 08:00-18:00 ; Сб: 08:00-18:00 ; Вс: 08:00-18:00";54.430733;50.804756;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;ИП Якупова Эльвира Дамировна;Жевит ИП Якупова Э.Д. Буинск г,Ефремова ул,дом 31;;160101560000001;422430, Татарстан Респ, Буинский р-н, Буинск г, Ефремова ул, д. 31;Магазин Жевит напротив Лидера;"Пн-Пт: 10:00-18:00 ; Сб: 10:00-18:00 ; Вс: 10:00-18:00";54.962995;48.2817743;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;ИП Ильдимиров Петр Александрович;Детские товары Ильдимиров;;1601234001;422980, Татарстан Респ, Чистопольский р-н, Чистополь г, Ленина ул, д. 40;магазин Техноград на Ленина;"Пн-Пт: 09:00-18:30 ; Сб: 09:00-18:30 ; Вс: 09:00-18:30";55.3700656;50.6443497;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;"ООО ""ДНС РИТЕЙЛ""";"14-09 ""ДНС, ООО """"ДНС РИТЕЙЛ"", Нижнекамский, р-н, Нижнекамск, г, Менделеева, ул, дом 31 А";ЭКСПЕРТ-РИТЕЙЛ;2501017340001676;423584, Татарстан респ, Нижнекамский р-н, Нижнекамск г, Менделеева ул, д. 31А;ТЦ БАРС;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.6545716;51.8262741;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;"ООО ""ДНС РИТЕЙЛ""";"ДНС Брокер УП, ООО ""ДНС Ритейл"" 423040,Татарстан,г. Нурлат,ул. К. Маркса,д. 19,";ЭКСПЕРТ-РИТЕЙЛ;250101734000622;423040, Татарстан респ, Нурлатский р-н, Нурлат г, К.Маркса ул, д. 19;Магазин ДНС;"Пн-Пт: 10:00-22:00 ; Сб: 10:00-22:00 ; Вс: 10:00-22:00";54.4320152;50.8052306;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС РИТЕЙЛ Татарстан Респ, Актанышский,р-н, Актаныш с, Ленина пр-кт, дом 131;ЭКСПЕРТ-РИТЕЙЛ;2501017340001858;423740, Татарстан Респ, Актанышский р-н, Актаныш с, Ленина пр-кт, д. 131;магазин ДНС;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.719923;54.066074;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС РИТЕЙЛ Татарстан, г. Менделеевск, ул. Октябрьская, д. 5;ЭКСПЕРТ-РИТЕЙЛ;2501017340001862;423650, Татарстан Респ, Менделеевский р-н, Менделеевск г, Октябрьская ул, д. 5;магазин ДНС;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.8935379;52.3119997;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;"ООО ""ДНС РИТЕЙЛ""";"14-09 ""ДНС, ООО """"ДНС РИТЕЙЛ"""",  ,Татарстан,,г. Лениногорск,,ул. Крупской,д. 2,корп. В,";ЭКСПЕРТ-РИТЕЙЛ;2501017340001666;423258, Татарстан респ, Лениногорский р-н, Лениногорск г, Крупской ул, д. 2, кор. В;Магазин ДНС;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";54.5930749;52.4446603;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;"ООО ""ДНС РИТЕЙЛ""";"14-09 ДНС Брокер УП, ООО ""ДНС РИТЕЙЛ"", Набережные Челны, г, Виктора Полякова, ул, дом 7";ЭКСПЕРТ-РИТЕЙЛ;2501017340001964;423800, Татарстан Респ, Набережные Челны г, Виктора Полякова ул, д. 7;магазин ДНС;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.7589229;52.4596188;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;"ООО ""ДНС РИТЕЙЛ""";"14-09 ""ДНС, ООО """"ДНС РИТЕЙЛ"""", Татарстан, Респ,Мензелинск, г, Ленина, ул, дом 86/32";ЭКСПЕРТ-РИТЕЙЛ;2501017340001665;423700, Татарстан респ, Мензелинский р-н, Мензелинск г, Ленина ул, д. 86/32;магазин ДНС;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.7217578;53.1033135;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;"ООО ""ДНС РИТЕЙЛ""";"ДНС Брокер УП, ООО ""ДНС Ритейл"" 423237,Татарстан,г. Бугульма,ул. Гафиатуллина,д. 50,";ЭКСПЕРТ-РИТЕЙЛ;250101734000617;423237, Татарстан респ, Бугульминский р-н, Бугульма г, Газинура Гафиатуллина ул, д. 50;магазин ДНС;"Пн-Пт: 10:00-22:00 ; Сб: 10:00-22:00 ; Вс: 10:00-22:00";54.5307583;52.8032619;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС РИТЕЙЛ Татарстан Респ, Набережные Челны г, Сююмбике пр-кт, дом 67В;ЭКСПЕРТ-РИТЕЙЛ;2501017340001863;423816, Татарстан Респ, Набережные Челны г, Сююмбике пр-кт, д. 67, кор. В;ТЦ Сююмбике, цокольный этаж;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.7545182;52.4107694;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС РИТЕЙЛ Татарстан, г. Наб. Челны, пр-т Мира, д. 88/20;ЭКСПЕРТ-РИТЕЙЛ;2501017340001864;423827, Татарстан Респ, Набережные Челны г, Мира пр-кт, д. 88/20;ТЦ 110 2 этаж;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.7557775;52.4326875;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС Ритейл Буинский р-н, Буинск г, Космовского ул, дом 79;ЭКСПЕРТ-РИТЕЙЛ;2501017340001706;422430, Татарстан респ, Буинский р-н, Буинск г, Космовского ул, д. 79;магазин ДНС;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";54.9766216;48.2996015;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;ИП Фёдорова О.Н.;Аскона Рамусмолл_ИП Фёдорова О.Н._ Нижнекамск г, Сююмбике ул, д. 7;;160201607000004;423570, Татарстан Респ, Нижнекамский р-н, Нижнекамск г, Сююмбике ул, д. 7;не указано;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.650729;51.802043;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;ИП Загидуллина О. В.;Лидер Инструмент, ИП Загидуллина О. В., г. Бугульма, ул. Советская, д. 103;;160200910000001;423237, Татарстан Респ, Бугульминский р-н, Бугульма г, Советская ул, д. 103;ТЦ Лидер Инструмент, магазин ДНС;"Пн-Пт: 08:00-18:00 ; Сб: 08:00-17:00 ; Вс: 08:00-17:00";54.5353373;52.8070599;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;ИП Фёдорова О.Н.;Аскона Рамусмолл_ Интернет ИП Фёдорова О.Н._ Нижнекамск г, Сююмбике ул, д. 7А;;160201607000003;423570, Татарстан Респ, Нижнекамский р-н, Нижнекамск г, Сююмбике ул, д. 7А;не указано;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.650729;51.802043;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;ИП Хамидуллин Фанис Наилович;Мебельград ИП Хамидуллин Ф.Н., пгт. Апастово, ул. Ленина, д. 88Б;;160101105000002;422350, Татарстан Респ, Апастовский р-н, Апастово пгт, Ленина ул, д. 88, кор. Б;ТЦ Муравейник пав.№3;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.203423;48.51438;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;ИП Лутфуллин М.А.;Мебель Тулпар, ИП Лутфуллин М.А., Набережные Челны г, Московский пр-кт, д. 128;DIRECT CREDIT 2015;160201671000001;423800, Татарстан Респ, Набережные Челны г, Московский пр-кт, д. 128;не указано;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.73593;52.417011;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС РИТЕЙЛ Марий Эл Респ, Волжск г, Ленина ул, дом 57;ЭКСПЕРТ-РИТЕЙЛ;2501017340001852;425000, Марий Эл Респ, Волжск г, Ленина ул, д. 57;Магазин ДНС около автовокзала , напротив центрального рынка;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.864808;48.357426;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;КАЗАНЬ;1-4TFH-14;POS;"ООО ""ДНС РИТЕЙЛ""";"ДНС Брокер УП, ООО ""ДНС Ритейл"" 423520,Татарстан,г. Заинск,ул. Ялчыгола,д. 13,";ЭКСПЕРТ-РИТЕЙЛ;250101734000615;423520, Татарстан респ, Заинский р-н, Заинск г, Ялчыгола ул, д. 13;магазин ДНС;"Пн-Пт: 10:00-22:00 ; Сб: 10:00-22:00 ; Вс: 10:00-22:00";55.28716;52.005764;1,2 порядок
