regcenterName;lendingOfficeName;lendingOfficeCode;type;organizationName;shopName;commercialNetName;shopCode;shopAddress;locationMessage;workingHours;latitude;longitude;order
ВОЛЖСКО-УРАЛЬСКИЙ;СЫКТЫВКАР;1-4TFH-50;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС РИТЕЙЛ Коми Респ, Воркута г, Пищевиков б-р, дом 17, корпус Б;ЭКСПЕРТ-РИТЕЙЛ;2501017340001847;169900, Коми Респ, Воркута г, Пищевиков б-р, д. 17Б;не указано;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";67.499622;64.0684502;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;СЫКТЫВКАР;1-4TFH-50;POS;"ООО ""ДНС РИТЕЙЛ""";"ДНС, ООО ""ДНС Ритейл"", Воркута, б-р Пищевиков 17 б";;2501015010002085;169900, Коми Респ, Воркута г, Пищевиков б-р, д. 17Б;ТРЦ Максима, 2 этаж, кредитный отдел;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";67.499622;64.0684502;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Рамазян Татьяна Григорьевна;https://vk.com/velosipedy_sanky_kolyasky ИП РамазянТГКурганскаяоблгШадринскулОктябрьскаяд101;;720103200000001;641870, Курганская обл, Шадринск г, Октябрьская ул, д. 101;не указано;"Пн-Пт: 09:00-16:00 ; Сб: 09:00-16:00 ; Вс: 09:00-16:00";56.0825113;63.6294963;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Михайлова Р.П.;ТехноВыбор, ИП Михайлова Р.П., с. Аромашево, ул. 1 Мая, д. 1;;720101267000002;627350, Тюменская обл, Аромашевский р-н, Аромашево с, 1 Мая ул, д. 1;Магазин Техновыбор 1 этаж;"Пн-Пт: 09:00-17:00 ; Сб: 09:00-17:00 ; Вс: 09:00-17:00";56.8601844;68.6466134;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Шахлин Александр Валерьевич;Сибирский центр окон и дверей , ИП Шахлин А.В., Ишим г, Республики ул, д. 97б стр.6;;720100990000006;627705, Тюменская обл, Ишим г, Республики ул, д. 97б стр.6;не указано;"Пн-Пт: 09:00-18:00 ; Сб: 09:00-18:00 ; Вс: 09:00-18:00";56.133688;69.521797;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Охапкин А. Н.;Торговый комплекс ЦЕНТРАЛЬНЫЙ;;4501057001;641100, Курганская обл, Шумихинский р-н, Шумиха г, Островского ул, д. 9;"Магазин Центральный, павильон ""Холодильники""";"Пн-Пт: 09:00-18:00 ; Сб: 09:00-16:00 ; Вс: 09:00-14:00";55.2269177;63.2851619;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Марамыгина Е.Н.;Цифра ИП Марамыгина Е_Н_Курганская обл_г_Шадринск ул_Свердлова д_82;;450101468000001;641870, Курганская обл, Шадринск г, Свердлова ул, д. 82;магазин ЦИФРА;"Пн-Пт: 09:00-17:45 ; Сб: 10:00-15:45 ; Вс: 10:00-15:45";56.0863865;63.6284425;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Иванова Оксана Николаевна;"Мебельный салон ""Диваноф"" ИП Иванова О.Н. с. Сладково,  ул. Кондратьева 4а.";;7201354000012;627610, Тюменская обл, Сладковский р-н, Сладково с, Кондратьева ул, д. 4а;магазин Диваноф ул. Кондратьева 4а;"Пн-Пт: 09:00-18:00 ; Сб: 09:00-18:00 ; Вс: 09:00-17:00";55.52476;70.33546;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Халикова Р.М.;Строительный Бум_ИП Халикова Р.М. _Курганская обл._г.Курган_пр.Маршала Голикова_10Е;;450101769000001;640023, Курганская обл, Курган г, Маршала Голикова пр-кт, д. 10Е;не указано;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.475087;65.301098;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Каримов Виль Гиндуллович;САША, ИП Каримов В.Г., Тавда г, Ленина ул, дом 96,пом.56;;720100915000003;623950, Свердловская обл, Тавда г, Ленина ул, д. 96,пом.56;не указано;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";58.0479583;65.273804;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;IPOS;Мобильный офис;NEW IPOS, Ялуторовск г, Свободы ул, д. 177,стр1;;660103452000116;627010, Тюменская обл, Ялуторовск г, Свободы ул, д. 177,стр1;ТЦ Купеческий ряд 1 этаж;"Пн-Пт: 09:00-19:00 ; Сб: 09:00-19:00 ; Вс: 09:00-19:00";56.656283;66.3242862;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП ЕМЕЛЬЯНОВ О.В.;БИРЮСА_ИП Емельянов О.В._г.Курган_ул.К.Мяготина_159/I;;450101058000001;640000, Курганская обл, Курган г, Коли Мяготина ул, д. 159, кор. 1;магазин Бирюса, в центре зала;"Пн-Пт: 09:00-19:00 ; Сб: 09:00-19:00 ; Вс: 09:00-17:00";55.4447843;65.3428193;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Кузнецов В.В.;Мебельная галерея_ИП Кузнецов В.В._Курган г, Некрасова ул, д. 15в;;450101764000002;640027, Курганская обл, Курган г, Некрасова ул, д. 15в;не указано;"Пн-Пт: 09:00-19:00 ; Сб: 09:00-19:00 ; Вс: 09:00-19:00";55.453161;65.34331;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Галечян Артур Амбарцумович;Багира. ИП Галечян А.А., Тюмень г, Максима Горького ул, д. 76;;720101631000008;625048, Тюменская обл, Тюмень г, Максима Горького ул, д. 76;Магазин Багира. 1 этаж;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";57.1463559;65.5559407;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Демина И.И.;ТехноДом_ИП Демина И.И._Петухово г, Железнодорожная ул, д. 31, офис 3;;450101697000001;641640, Курганская обл, Петуховский р-н, Петухово г, Железнодорожная ул, д. 31, офис 3;магазин ТЕХНОДОМ, в центре зала;"Пн-Пт: 09:00-18:00 ; Сб: 09:00-18:00 ; Вс: 09:00-18:00";55.0704619;67.8816616;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;МАРАМЫГИН Е.В.;Фаворит Люкс ИП Марамыгин Е_В_Курганская обл_г_Шадринск ул_Октябрьская д_106;;4501221000003;641870, Курганская обл, Шадринск г, Октябрьская ул, д. 106;Магазин Фаворит, 2 этаж;"Пн-Пт: 09:00-17:45 ; Сб: 09:00-16:45 ; Вс: 10:00-14:45";56.0822635;63.6351431;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ХОХАНОВ С.А.;"""ЛОГО"" Шадринск";;4501173004;641870, Курганская обл, Шадринск г, Февральская ул, д. 113;магазин вывеска ЛОГО, в центре зала;"Пн-Пт: 09:00-17:45 ; Сб: 10:00-15:45 ; Вс: 10:00-15:45";56.085892;63.633897;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Давлетова Г.Н.;АКБАР _ИП Давлетова Г.Н._ Курганская обл_Петуховский р-н_Петухово г _ул.Тельмана ул, д. 36 А;;450101206000001;641641, Курганская обл, Петуховский р-н, Петухово г, Тельмана ул, д. 36А;строительная база АКБАР, главный павильон, в центре зала;"Пн-Пт: 09:00-18:00 ; Сб: 09:00-18:00 ; Вс: 09:00-15:00";55.0732444;67.9070829;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;"ООО ""САША""";"САША, ООО ""САША"", Заводоуковск г, 8-ое Марта ул, д. 12";;720102592000002;627140, Тюменская обл, Заводоуковск г, 8-ое Марта ул, д. 12;"Центр города. Напротив гостинницы ОЧАГ. Двухэтажный магазин с вывеской ""САША"" , 1-й этаж, налево.";"Пн-Пт: 09:00-19:00 ; Сб: 10:00-18:00 ; Вс: 10:00-18:00";56.512262;66.5354264;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Никитина Ольга Александровна;"""Бытовая техника"", ИП Никитина О.А., Армизонское с, Карла Маркса ул, дом 2а";;720101848000001;627220, Тюменская обл, Армизонский р-н, Армизонское с, Карла Маркса ул, д. 2а;Магазин Бытовая техника 1 этаж;"Пн-Пт: 09:00-18:00 ; Сб: 09:00-18:00 ; Вс: 09:00-18:00";55.940506;67.67678;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Шабалин С.С.;Мебель-дом, ИП Шабалин С.С., 627756, Тюменская обл, Ишим г, Гаранина ул, д. 1, кор. 7;;720102102000005;627756, Тюменская обл, Ишим г, Гаранина ул, д. 1, кор. 7;Магазин мебель-дом 1 этаж;"Пн-Пт: 09:00-18:00 ; Сб: 09:00-18:00 ; Вс: 09:00-18:00";56.1065893;69.4714747;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Позднякова М. М.;МЕБЕЛЬНАЯ ГАЛЕРЕЯ_ИП ПОЗДНЯКОВА М.М._КУРГАН_НЕКРАСОВА_15_Б;;450101125000002;640007, Курганская обл, Курган г, Некрасова ул, д. 15Б;МЕБЕЛЬНАЯ ГАЛЛЕРЕЯ, на первом этаже, справа от входа;"Пн-Пт: 09:00-19:00 ; Сб: 09:00-19:00 ; Вс: 09:00-18:00";55.4533032;65.3432577;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Демаков С.Г.;Саша, онлайн, ИП Демаков С.Г., Ялуторовск г, Ленина ул, дом 24;;720100954000002;627010, Тюменская обл, Ялуторовский р-н, Ялуторовск г, Ленина ул, д. 24;Магазин САША, 1 этаж;"Пн-Пт: 09:00-19:00 ; Сб: 09:00-19:00 ; Вс: 09:00-19:00";56.6514911;66.3161983;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Реу В.Н.;МАСТЕР РЕУ ИП РЕУ В_Н_Курганская обл_Далматовский р-н г_Далматово ул_4 Уральского полка д_44 А;;450101168000001;641730, Курганская обл, Далматовский р-н, Далматово г, 4 Уральского полка ул, д. 44 А;магазин МАСТЕР,в конце торгового зала;"Пн-Пт: 09:00-19:00 ; Сб: 09:00-17:00 ; Вс: 09:00-17:00";56.2595536;62.9253757;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;"ООО ""САША""";"САША ООО ""САША"" 627756, Тюменская обл, Ишим г, Суворова ул, д. 38/1";;720102592000003;627756, Тюменская обл, Ишим г, Суворова ул, д. 38/1;Магазин Саша 1 этаж;"Пн-Пт: 09:00-19:00 ; Сб: 10:00-19:00 ; Вс: 10:00-18:00";56.1115901;69.4752553;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;ТЮМЕНЬ;1-4TFH-19;POS;ИП Шахлин Александр Валерьевич;Сибирский центр окон и дверей , ИП Шахлин А.В.,  Ишим г, Карла Маркса ул, д. 71;;720100990000007;627756, Тюменская обл, Ишим г, Карла Маркса ул, д. 71;не указано;"Пн-Пт: 09:00-18:00 ; Сб: 09:00-18:00 ; Вс: 09:00-18:00";56.108678;69.466218;3 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УЛЬЯНОВСК;1-4TFH-27;IPOS;Мобильный офис;newIpos_АО Мобильный офис_г. Ульяновск, пр-т Созидателей д.116;;660103452000111;432072, Ульяновская обл, Ульяновск г, Созидателей пр-кт, д. 116;ТЦ Созидатель, Мегастрой;"Пн-Пт: 10:00-19:00 ; Сб: 10:00-19:00 ; Вс: 10:00-19:00";54.3594705;48.5646017;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УЛЬЯНОВСК;1-4TFH-27;POS;ИП Чернышева Р.С.;Бытовая техника, ИП Чернышева Р.С., г. Инза, ул. Тухачевского, д.19;;730100946000001;433030, Ульяновская обл, Инзенский р-н, Инза г, Тухачевского ул, д. 19;ТЦ Альянс, 2 этаж, магазин бытовой техники;"Пн-Пт: 09:00-17:30 ; Сб: 09:00-14:00 ; Вс: 09:00-14:00";53.8587264;46.3508687;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УЛЬЯНОВСК;1-4TFH-27;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС РИТЕЙЛ Ульяновск г, Нариманова пр-кт, дом 75;ЭКСПЕРТ-РИТЕЙЛ;2501017340001828;432030, Ульяновская обл, Ульяновск г, Нариманова пр-кт, д. 75;ТЦ ДА, 1 этаж, магазин Днс;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";54.351875;48.356402;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УЛЬЯНОВСК;1-4TFH-27;POS;"ООО ""ДНС РИТЕЙЛ""";"14-09 ДНС Брокер УП, ООО ""ДНС РИТЕЙЛ""  Ульяновская область, г. Новоульяновск, ул. Ульяновская д. 25";ЭКСПЕРТ-РИТЕЙЛ;2501017340002043;433300, Ульяновская обл, Новоульяновск г, Ульяновская ул, д. 25;ТЦ Рубин, 1 этаж, магазин ДНС;"Пн-Пт: 09:00-20:00 ; Сб: 09:00-20:00 ; Вс: 09:00-20:00";54.1487728;48.3844654;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УЛЬЯНОВСК;1-4TFH-27;POS;ООО Альтера;ДомоЦентр, ООО Альтера, Димитровград г, Свирская ул, д.47;;730101613000001;433505, Ульяновская обл, Димитровград г, Свирская ул, д. 47;не указано;"Пн-Пт: 09:00-19:00 ; Сб: 09:00-19:00 ; Вс: 09:00-19:00";54.221232;49.581263;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УЛЬЯНОВСК;1-4TFH-27;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС РИТЕЙЛ г. Ульяновск, ул. Минаева, д. 11;ЭКСПЕРТ-РИТЕЙЛ;2501017340001823;432017, Ульяновская обл, Ульяновск г, Минаева ул, д. 11;ТЦ Спартак, 2 этаж, магазин ДНС;"Пн-Пт: 09:00-20:00 ; Сб: 09:00-20:00 ; Вс: 09:00-20:00";54.3084299;48.3874487;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УЛЬЯНОВСК;1-4TFH-27;POS;ДЕРЕВНИН И. Г.;Мир техники. ДЕРЕВНИН И. Г.  Барыш г, Советская ул, дом 143;;7301179000001;433750, Ульяновская обл, Барыш г, Советская ул, д. 143;магазин МИР ТЕХНИКИ, цокольный этаж;"Пн-Пт: 08:00-17:00 ; Сб: 08:00-14:00 ; Вс: 08:00-14:00";53.6510645;47.1153484;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УЛЬЯНОВСК;1-4TFH-27;POS;"ООО ""ДНС РИТЕЙЛ""";"14-09 ДНС Брокер УП, ООО ""ДНС РИТЕЙЛ"", г. Барыш, ул. Красноармейская, д. 37";ЭКСПЕРТ-РИТЕЙЛ;2501017340001939;433750, Ульяновская обл, Барыш г, Красноармейская ул, д. 37;ТЦ Айсберг, цокольный этаж, магазин ДНС;"Пн-Пт: 09:00-19:00 ; Сб: 09:00-19:00 ; Вс: 09:00-19:00";53.6504997;47.1073795;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УЛЬЯНОВСК;1-4TFH-27;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС РИТЕЙЛ Ульяновская обл, Инзенский р-н, Инза г, Тухачевского ул, дом 19;ЭКСПЕРТ-РИТЕЙЛ;2501017340001830;433030, Ульяновская обл, Инзенский р-н, Инза г, Тухачевского ул, д. 19;ТЦ Гранд, 1 этаж, стойка перед входом в магазин ДНС;"Пн-Пт: 08:00-19:00 ; Сб: 08:00-19:00 ; Вс: 08:00-19:00";53.8587264;46.3508687;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УЛЬЯНОВСК;1-4TFH-27;POS;ИП Погонин Илья Сергеевич;Кухни Трио_ИП Погонин И.С._г. Ульяновск, ул. Октябрьская, д.22Г, корп.2;;730101097000001;432028, Ульяновская обл, Ульяновск г, Октябрьская ул, д. 22Г, кор. 2;ТЦ Звезда, 2 корпус, 1 этаж, рядом с магазином Аскона;"Пн-Пт: 10:00-19:00 ; Сб: 10:00-19:00 ; Вс: 10:00-19:00";54.2974312;48.3282849;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УЛЬЯНОВСК;1-4TFH-27;POS;ИП Бутина Раиса Ивановна;ЭРА,ИП Бутина Р.И. Инза г, Вокзальная ул, д. 18К;;730101025000001;433033, Ульяновская обл, Инзенский р-н, Инза г, Вокзальная ул, д. 18К;магазин ЭРА, 1 этаж;"Пн-Пт: 09:00-17:00 ; Сб: 09:00-16:00 ; Вс: 09:00-16:00";53.8545621;46.3625485;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УЛЬЯНОВСК;1-4TFH-27;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС Брокер УП ООО ДНС РИТЕЙЛ г. Ульяновск, ул. Хрустальная, д. 19, корп. Б;ЭКСПЕРТ-РИТЕЙЛ;2501017340001825;432044, Ульяновская обл, Ульяновск г, Хрустальная ул, д. 19, кор. б;ТЦ Заря, 2 этаж, магазин ДНС;"Пн-Пт: 09:00-20:00 ; Сб: 09:00-20:00 ; Вс: 09:00-20:00";54.2594958;48.3356856;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;"ООО ""ДНС РИТЕЙЛ""";"14-09 ДНС_ООО ""ДНС РИТЕЙЛ""_Уфа г, Первомайская ул, д.54";ЭКСПЕРТ-РИТЕЙЛ;2501015020002367;450061, Башкортостан респ, Уфа г, Первомайская ул, д. 54;Универмаг Май,главный вход, 1 этаж;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";54.8118494;56.0920921;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;"ООО ""ДНС РИТЕЙЛ""";"14-09 ДНС Брокер УП, ООО ""ДНС РИТЕЙЛ"",г. Уфа, г, Ахметова, ул, дом 299";ЭКСПЕРТ-РИТЕЙЛ;2501017340001612;450017, Башкортостан респ, Уфа г, Ахметова ул, д. 299;ТЦ Затон,главный вход,2 этаж;"Пн-Пт: 10:00-21:00 ; Сб: 10:00-21:00 ; Вс: 10:00-21:00";54.7819783;55.8894231;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;"ООО ""ДНС РИТЕЙЛ""";"ДНС, ООО ""ДНС РИТЕЙЛ""_Респ.Башкортостан,Туймазы г, Ленина пр-кт, д. 23";ЭКСПЕРТ-РИТЕЙЛ;250101502000971;452750, Башкортостан Респ, Туймазинский р-н, Туймазы г, Ленина пр-кт, д. 23;Магазин бытовой техники,вход со стороны проспекта Ленина;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";54.6007647;53.6972926;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;"ООО ""ДНС РИТЕЙЛ""";"14-09 ""ДНС""_Респ.Башкортостан,Уфа, г, Степана Кувыкина, ул, дом 16";ЭКСПЕРТ-РИТЕЙЛ;2501017340001662;450092, Башкортостан респ, Уфа г, Степана Кувыкина ул, д. 16;ТЦ Зеленая роща, главвный вход,магазин ДНС;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";54.706191;55.9992881;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;"ООО ""ДНС РИТЕЙЛ""";"14-09 ""ДНС""_ООО ""ДНС РИТЕЙЛ""_Респ.Башкортостан,Октябрьский г, Ленина пр-кт, д. 59/1";ЭКСПЕРТ-РИТЕЙЛ;2501015020002182;452602, Башкортостан респ, Октябрьский г, Ленина пр-кт, д. 59/1;ТК Центральный,главный вход, 1 этаж;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";54.4836287;53.5028417;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;ИП Халикова Р.М.;"""Строительный бум""_ИП Халикова Р.М._Башкортостан Респ, Бирский р-н, Бирск г, Мира ул, д. 143, кор. В";;020101445000003;452450, Башкортостан Респ, Бирский р-н, Бирск г, Мира ул, д. 143, кор. В;Магазин Строительный Бум возле гипермаркета Магнит. Кредитный отдел магазина.;"Пн-Пт: 10:00-19:00 ; Сб: 10:00-19:00 ; Вс: 10:00-19:00";55.4181464;55.5658514;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС_Башкортостан респ, Чекмагушевский р-н, Чекмагуш с, Ленина ул, д. 32 Б;ЭКСПЕРТ-РИТЕЙЛ;2501015020001966;452200, Башкортостан респ, Чекмагушевский р-н, Чекмагуш с, Ленина ул, д. 32 Б;магазин бытовой техники 1 этаж;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.1474387;54.6427557;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;"ООО ""ДНС РИТЕЙЛ""";"ДНС, ООО ""ДНС РИТЕЙЛ""_Респ.Башкортостан,Белебей г, Войкова ул, д. 134";ЭКСПЕРТ-РИТЕЙЛ;250101502000968;452000, Башкортостан Респ, Белебеевский р-н, Белебей г, Войкова ул, д. 134;магазин ДНС;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";54.1068407;54.1190878;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;"ООО ""ДНС РИТЕЙЛ""";"ДНС, ООО ""ДНС Ритейл"", г. Нефтекамск, Березовское ш, 6, В";ЭКСПЕРТ-РИТЕЙЛ;2501015020001578;452680, Башкортостан Респ, Нефтекамск г, Березовское ш, д. 6, В;Магазин ДНС;"Пн-Пт: 10:00-21:00 ; Сб: 10:00-21:00 ; Вс: 10:00-21:00";56.1047817;54.2379637;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;"ООО ""ДНС РИТЕЙЛ""";14-09 ДНС_Башкортостан Респ, Давлекановский р-н, Давлеканово г, Ленина ул, д. 2;ЭКСПЕРТ-РИТЕЙЛ;2501015020001637;453400, Башкортостан Респ, Давлекановский р-н, Давлеканово г, Ленина ул, д. 2;ТЦ Апельсин,главный вход,1 этаж;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";;;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;ИП Мовсисян К.Б.;Элегант Стиль_ИП Мовсисян К.Б._Уфа_Менделеева 158;;020101552000001;450080, Башкортостан Респ, Уфа г, Менделеева ул, д. 158;ТЦ ВДНХ,1 этаж,главный вход;"Пн-Пт: 09:00-20:00 ; Сб: 09:00-20:00 ; Вс: 09:00-20:00";54.724781;56.021178;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;"ООО ""ДНС РИТЕЙЛ""";"14-09 ДНС ООО ""ДНС РИТЕЙЛ""_Респ.Башкортостан,Благовещенск г, Комарова ул, д. 19, кор. 1";ЭКСПЕРТ-РИТЕЙЛ;2501015020001859;453431, Башкортостан респ, Благовещенский р-н, Благовещенск г, Комарова ул, д. 19, кор. 1;ТРК Гранд,главный вход, 1 этаж;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";55.052085;55.9577232;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;ИП Мирхабутдинова Р.М.;"Отдел ""Багира""_ИП Мирхабутдинова Р.М._Туймазы_Островского2_ТК ""Аструм""";;020101325000012;452750, Башкортостан Респ, Туймазинский р-н, Туймазы г, Островского ул, д. 2;"ТЦ ""Аструм"" 1 этаж центральный вход";"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";54.6115017;53.6989162;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;"ООО ""ДНС РИТЕЙЛ""";"ДНС БРОКЕР_ООО ""ДНС РИТЕЙЛ""_Респ.Башкортостан,Янаул г, Ленина ул, д. 1";ЭКСПЕРТ-РИТЕЙЛ;2501015020002169;452800, Башкортостан респ, Янаульский р-н, Янаул г, Ленина ул, д. 1;ТЦ Шатлык,2 этаж,кредитный отдел магазина ДНС;"Пн-Пт: 10:00-20:00 ; Сб: 10:00-20:00 ; Вс: 10:00-20:00";56.2670839;54.9329609;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;"ООО ""ДНС РИТЕЙЛ""";"ДНС_ООО ""ДНС РИТЕЙЛ_Респ.Башкортостан,Уфа г, Верхнеторговая-площадь, д. 1";;250101501000136;450075, Башкортостан Респ, Уфа г, Верхнеторговая-площадь, д. 1;ТДК Гостиный двор, главный вход,2 этаж;"Пн-Пт: 10:00-21:00 ; Сб: 10:00-21:00 ; Вс: 10:00-21:00";54.7247829;55.9440844;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;ИП Кадыров Ильгиз Гаязович;Колеса даром_ИП Кадыров И.Г._Респ.Башкортостан,НЕФТЕКАМСК, Николо-Березовское шоссе, д. 3, кор. А;;020100701000001;452689, Башкортостан Респ, Нефтекамск г, Березовское ш, д. 3А;Колеса Даром, Кредитный отдел;"Пн-Пт: 10:00-19:00 ; Сб: 10:00-19:00 ; Вс: 10:00-19:00";56.1024737;54.2394648;1,2 порядок
ВОЛЖСКО-УРАЛЬСКИЙ;УФА;1-4TFH-38;POS;"ООО ""ДНС РИТЕЙЛ""";"14-09 ДНС,ООО ""ДНС РИТЕЙЛ"" Уфа, ул Кольцевая д 65 Меркурий";ЭКСПЕРТ-РИТЕЙЛ;2501015020002225;450112, Башкортостан респ, Уфа г, Кольцевая ул, д. 65;не указано;"Пн-Пт: 09:00-21:00 ; Сб: 09:00-21:00 ; Вс: 09:00-21:00";54.8222853;56.0846415;1,2 порядок
