sapCode;shopName;shopAddress;workingHours
LQ81;Ирк Литвинова;664003, Иркутская обл, Иркутск г, Литвинова ул, дом № 17;Пн-Вс (09:00-21:00)
GB18;ЕК Тавда;623950, Свердловская обл, Тавда г, Ленина ул, дом № 46 помещение № 13;Пн-Вс (09:00-20:00)
L525;Пушкино ТЦ Акварель;Московская обл, Пушкино, 33 км М8 Холмогоры ТРЦ Акварель, строение № 18;Пн-Вс (10:00-22:00)
KG97;Крнд 40-лет Победы ЕС;350072, Краснодар г, 40-лет Победы ул 174;Пн-Вс (09:00-21:00)
R873;Озерный ЕС;171090, Тверская область, ЗАТО Озерный, ул. Московская 7А;Пн-Пт (10:00-19:00), Сб-Вс (10:00-18:00)
GE18;ЯНАО Муравленко;629000, Ямало-Ненецкий АО, Муравленко г, Ленина ул, дом № 99;Пн-Вс (09:00-21:00)
YD45;Шуя2;155901, Ивановская обл, Шуйский р-н, Шуя г, Вокзальная ул, дом № 9;Пн-Пт (09:00-19:00), Сб-Вс (09:00-18:00)
GM80;РнД Миллерово2;346130, Ростовская обл, Миллеровский р-н, Миллерово г, Российская ул, дом № 59-б;Пн-Вс (08:00-20:00)
LT16;Хкс Черногорск Советская;655162, Хакасия Респ, Черногорск г, Советская ул, дом № 88, помещение 45Н;Пн-Вс (09:00-20:00)
LR12;Ирк Усть-Ордынский;669001, Иркутская обл, Эхирит-Булагатский р-н, Усть-Ордынский п, Ленина ул, дом № 21, кв.3а;Пн-Вс (09:00-21:00)
GC63;ХМАО Нижневартовск Мандарин;628600, Ханты-Мансийский Автономный округ - Югра АО, Нижневартовск г, 60 лет Октября ул, дом № 80 литера А;Пн-Вс (09:00-20:45)
LQ21;Бур Кяхта;671840, Бурятия Респ, Кяхтинский р-н, Кяхта г, Ленина ул, дом № 44;Пн-Вс (09:00-20:00)
U996;Пермь Кунгур3 ЕС;617470, Кунгур г, Пугачева ул 25;Пн-Вс (09:00-21:00)
P407;РТ Дюртюли Аида ЕС;452320, Дюртюли г, Первомайская ул 2/1;Пн-Вс (09:00-21:00)
GO71;Крнд Новотитаровская;353211, Краснодарский край, Динской р-н, Новотитаровская ст-ца, Ленина ул, дом № 214;Пн-Вс (08:00-19:00)
W444;РТ Ижевск Гагарина ЕС;426000, Ижевск г, Гагарина ул 27Б;Пн-Сб (09:00-19:45), Вс (09:00-18:45)
LT53;КО Топки Солнечный2;652305, Кемеровская обл, Топкинский р-н, Топки г, Солнечный мкр, дом № 11, корпус а;Пн-Вс (10:00-20:00)
S462;Мрмск Героев Североморцев2 ЕС;183031, Мурманск г, Героев Североморцев пр-кт 17/1;Пн-Вс (10:00-20:00)
GM47;РнД Вешенская;346270, Ростовская обл, Шолоховский р-н, Вешенская ст-ца, Калинина ул, дом № 167Б;Пн-Вс (09:00-19:00)
N224;Крск Назарово Карла Маркса ЕС;662206, Назарово г, Карла Маркса ул 36;Пн-Вс (10:00-20:00)
L489;Печатники3;109383, Москва г, Шоссейная ул, дом № 1/2, строение 4;Пн-Вс (09:00-21:00)
UR09;ЕК ТЦ Академический ЕС;620016, Екатеринбург г, Краснолесья ул 133;Пн-Вс (10:00-22:00)
R463;Брянск ТЦ Бум Сити ЕС;241000, Брянск г, 3 Интернационала ул 8;Пн-Вс (10:00-22:00)
W251;РТ Казань Краснококшайская ЕС;420000, Казань г, Краснококшайская ул 164А;Пн-Вс (10:00-21:00)
K918;Крнд Цемдолина Лента ЕС;353960, Цемдолина с, Ленина ул 7;Пн-Вс (09:00-21:00)
L552;Железнодорожный5;143980, Московская обл, Железнодорожный г, Пролетарская ул, дом № 2, корпус 2;Пн-Вс (10:00-22:00)
GL50;Влд Михайловка2;403342, Волгоградская обл, Михайловка г, 2-я Краснознаменская ул, дом № 49 ТЦ Михайловский;Пн-Вс (09:00-19:00)
K659;КБР Прохладный Ленина ЕС;361045, Прохладный г, Ленина ул 135;Пн-Вс (09:00-20:00)
LR11;Ирк Усть-Кут Революции;666784, Иркутская обл, Усть-Кут г, Кирова ул, дом № 90, п. 86;Пн-Вс (09:00-19:00)
LQ83;Ирк Нижнеудинск;665106, Иркутская обл, Нижнеудинск г, Ленина ул, в районе д. 51;Пн-Вс (09:00-21:00)
LP41;Амур Зея;676244, Амурская обл, Зея г, Шохина ул, дом № 12;Пн-Вс (09:00-19:00)
SW14;СПб Лента Выборгский ЕС;190000, Санкт-Петербург г, Выборгское шоссе 126к1 литА;Пн-Вс (09:00-21:00)
S127;Вновг Боровичи Ленинградская ЕС;174411, Боровичи г, Ленинградская ул 32;Пн-Вс (09:00-21:00)
P731;ПНЗ Строителей2 ЕС;440000, Пенза г, Строителей пр-кт 49А;Пн-Вс (09:00-21:00)
P738;ПНЗ Строителей3 ЕС;440028, Пенза г, Строителей пр-т 1в;Пн-Вс (10:00-22:00)
N507;Ирк Литвинова3 ЕС;664003, Иркутск г, Литвинова ул 17;Пн-Вс (09:00-21:00)
GN02;Крнд Армавир Кирова;352900, Краснодарский край, Армавир г, Кирова ул, дом № 54;Пн-Вс (08:00-20:00)
YB96;Нелидово;172527, Тверская обл, Нелидово г, Ленина пр-кт, дом № 9/18;Пн-Вс (09:00-20:00)
LQ71;Ирк Гормолзавод2;664050, Иркутская обл, Иркутск г, Байкальская ул, дом № 292;Пн-Вс (09:00-21:00)
L220;Балашиха8;143912, Московская обл, Балашиха г, Советская ул, дом № 4Б;Пн-Вс (09:00-21:00)
YB36;Конаково3;171252, Тверская обл, Конаковский р-н, Конаково г, Торговый проезд, дом № 3;Пн-Вс (09:00-19:00)
LQ37;Збк Краснокаменск2;674673, Забайкальский край, Краснокаменский р-н, Краснокаменск г, Шахтеров пр-кт, дом № 4;Пн-Вс (08:00-20:00)
YD54;Ярославль ТЦ Флагман;150000, Ярославская обл, Ярославль г, Республиканская ул, дом № 7 ТЦ Флагман;Пн-Вс (10:00-20:00)
LT10;Тыва Кызыл ТЦ Саяны;667000, Тыва Респ, Кызыл г, Ленина ул, дом № 28 ТЦ Саяны;Пн-Пт (09:00-19:00), Сб-Вс (09:30-19:00)
R343;Кораблино ЕС;391200, Кораблино г, Школьная ул 19 А;Пн-Вс (09:15-19:00)
L501;ТЦ Тиара;119192, Москва г, Мичуринский пр-кт, дом № 27 ТЦ Тиара;Пн-Вс (10:00-22:00)
W511;РТ Чебоксары Тракторостроителей ЕС;428031, Чебоксары г, Тракторостроителей пр-т 9;Пн-Вс (10:00-20:00)
RE36;Тамбов Носовская ЕС;392000, Тамбов г, Носовская ул 9;Пн-Вс (08:00-20:00)
GO94;Ствр Георгиевск ТЦ Вершина;357821, Ставропольский край, Георгиевский р-н, Калинина , дом № 125;Пн-Вс (10:00-22:00)
R173;Кольчугино2 ЕС;601780, Кольчугино г, 3 Интернационала ул 67;Пн-Вс (10:00-20:00)
W452;НН Кстово Ленина ЕС;607650, Кстово г, Ленина пл 5А;Пн-Вс (10:00-21:00)
LB23;РТ Мелеуз Иремель;453850, Башкортостан Респ, Мелеузовский р-н, Мелеуз г, Смоленская ул, дом № 38 ТЦ Иремель;Пн-Вс (09:00-20:00)
LC46;РТ ТЦ Южный;420000, Татарстан Респ, Казань г, Победы пр-кт, дом № 91 ТЦ Южный;Пн-Вс (10:00-22:00)
LE50;СРТ Триумф Молл;410054, Саратовская обл, Саратов г, им Зарубина ВС ул, дом № 167;Пн-Вс (10:00-22:00)
L439;Ступино ТЦ Курс;142800, Московская обл, Ступинский р-н, Ступино г, Победы пр-кт, дом № 63а ТЦ Курс;Пн-Вс (10:00-22:00)
LQ46;Ирк Академическая;664017, Иркутская обл, Иркутск г, Академическая ул, дом № 2а остановка "Поселок энергетиков";Пн-Вс (09:00-21:00)
LT07;Тыва Кызыл Кочетова2;667000, Тыва Респ, Кызыл г, Кочетова ул, дом № 98;Пн-Вс (09:00-21:00)
K865;Влд Волжский Александрова ЕС;404105, Волжский г, Александрова ул 18А;Пн-Вс (10:00-22:00)
LB75;РТ Орск Орский Проспект7;462432, Оренбургская обл, Орск г, ОЗТП п, в районе дома №7 по пр. Орский, остановка "Тысяча мелочей" торговый павильон в районе дома №7;Пн-Вс (09:00-21:00)
ML06;Зеленоград ТЦ Иридиум ЕС;124575, Зеленоград г, Крюковская пл. 1;Пн-Вс (10:00-22:00)
NE06;Омск ТЦ Маяк Молл ЕС;Омск г, Комарова пр-кт 6 к 1;Пн-Вс (10:00-21:00)
S458;Вновг Парфино ЕС;175130, Парфино рп, Карла Маркса ул 44 (рядом);Пн-Вс (09:00-19:00)
R753;Карачев ТЦ Виктория ЕС;242500, Карачев г, 50 лет Октября ул 105 В;Пн-Вс (08:30-20:00)
