partnerCode;shopName;shopAddress;workingHours;latitude;longitude
L259;Дрезна;142660, Московская обл, Орехово-Зуевский р-н, Дрезна г, Юбилейная ул, дом № 5 А;Пн-Вт (09:00-18:00), Чт-Сб (09:00-18:00);55,740213;38,843331
NE69;Алтай Рубцовск ТЦ Радуга2 ЕС;658201, Рубцовск г, Тракторная ул 17;Пн-Вс (09:00-21:00);51,53486;81,21404
KD43;РСО Владикавказ Джанаева2 ЕС;362040, Владикавказ г, Маркуса/Джанаева 21/32;Пн-Вс (09:00-21:00);43,03285;44,6836
N795;Омск ТЦ Континент ЕС;644074, Омск г, 70 лет Октября ул 25, корп 1;Пн-Вс (10:00-21:00);54,97644;73,32671
P074;РТ Кошки ЕС;446800, Кошки с, 60 лет Октября ул 42А;Пн-Вс (09:00-19:00);54,20441;50,46684
U564;ЕК Михайловск1 ЕС;623080, Михайловск г, Кирова ул 46;Пн-Вс (10:00-20:00);56,43717;59,12118
GA50;ЕК Кит3;620016, Свердловская обл, Екатеринбург г, Амундсена ул, дом № 65, литера А ТЦ Кит;Пн-Вс (10:00-21:00);56,79563;60,580129
GA71;ЕК Нижний Тагил10;622000, Свердловская обл, Нижний Тагил г, Черноисточинское ш, дом № 49, литера А ТЦ Кит;Пн-Вс (10:00-21:00);57,869648;59,942538
UE18;Тмн Голышманово2 ЕС;627320, Голышманово рп, Ленина ул 11;Пн-Вт (09:15-17:00), Чт-Сб (09:15-17:00);56,39246;68,37742
S303;СПб ТК Норд2 ЕС;194355, Санкт-Петербург г, Просвещения пр-кт 19;Пн-Вс (10:00-22:00);60,05218;30,33314
X419;Амур Благовещенск ТЦ От и До ЕС;675000, Благовещенск г, Институтская ул 1;Пн (09:00-20:00), Чт-Вс (09:00-20:00);50,29946;127,5279
LE73;НН ТЦ Республика;603002, Нижегородская обл, Нижний Новгород г, Революции пл, дом № 9;Пн-Вс (09:00-21:00);56,320635;43,947701
GL65;Влд ТРЦ Акварель;400000, Волгоградская обл, Волгоград г, Университетский пр-кт, дом № 107;Пн-Вс (10:00-22:00);48,636747;44,436205
GN31;СО Владикавказ Цум;362008, Северная Осетия - Алания Респ, Владикавказ г, Генерала Плиева ул, дом № 17;Пн-Вс (09:00-20:45);43,019324;44,677247
YR34;СПб ОКЕЙ Таллинский;188508, Ленинградская обл, Ломоносовский р-н, Виллози д, Таллинское ш (общественно-торговая зона), дом № 27 ТЦ ОКЕЙ, поещение. № 36;Пн-Вс (10:00-21:00);59,796026;30,146976
YB80;Льгов;307750, Курская обл, Льгов г, К.Маркса ул, дом № 2/4;Пн-Вс (09:00-19:00);51,685497;35,277798
GE05;Члб Чебаркуль2;456440, Челябинская обл, Чебаркуль г, Ленина ул, дом № 21;Пн-Вс (09:00-19:00);54,977389;60,366271
L280;Ивантеевка3;141280, Московская обл, Ивантеевка г, Советский пр-кт, дом № 2А;Пн-Вс (10:00-22:00);55,974682;37,906945
LT04;Тыва Кызыл Добровольцев2;667000, Тыва Респ, Кызыл г, Тувинских Добровольцев ул, дом № 26;Пн-Вс (08:00-20:00);51,717288;94,441788
MR94;Сходня2 ЕС;Сходня г, Первомайская ул 2;Пн-Вс (09:00-21:00);55,94999;37,30021
YD61;Ярцево2;215805, Смоленская обл, Ярцевский р-н, Ярцево г, Металлургов пр-кт, дом № 21Г;Пн-Вс (09:00-20:00);55,048353;32,726488
GB96;Пермь Союз;614113, Пермский край, Пермь г, Автозаводская ул, дом № 44;Пн-Вс (09:00-21:00);58,007233;55,950712
YD58;Ярославль29;150000, Ярославская обл, Ярославль г, Победы ул, дом № 41 ТРЦ Аура;Пн-Вс (10:00-22:00);57,627228;39,871903
YB48;Курск ТЦ Европа2;"305004, Курская обл, Курск г, Карла Маркса ул, дом № 6 Курск ""ТЦ Европа""";Пн-Вс (10:00-22:00);51,750712;36,192093
LT45;Крск Енисейск2;663180, Красноярский край, Енисейск г, Рабоче-Крестьянская ул, дом № 93;Пн-Вс (09:00-19:00);58,452985;92,17243
R675;Калуга ТЦ XXI век ЕС;248001, Калуга г, Кирова ул 1;Пн-Вс (10:00-21:00);54,51592;36,24659
RF21;Калач2 ЕС;397600, Воронежская область,  Калач г, Колхозного рынка пл 44;Пн-Вс (08:45-18:00);50,427;41,02892
GB62;Пермь Горнозаводск;618820, Пермский край, Горнозаводский р-н, Горнозаводск г, Свердлова ул, дом № 62;Пн (09:00-18:00), Ср (09:00-18:00), Пт-Вс (09:00-18:00);58,37415;58,331461
L516;Мытищи ТЦ Красный Кит3;"141006, Московская обл, Мытищинский р-н, Мытищи г, Шараповский проезд, владение № 2 ТЦ ""Красный Кит""";Пн-Вс (10:00-22:00);55,916403;37,759034
KI88;Астр Лиман ЕС;416410, Астраханская область, п.г.т. Лиман, ул. Ленина, 56А;Пн-Вс (08:00-19:00);45,77995;47,22207
W569;РТ Казань Зорге ЕС;420138, Казань г, Р.Зорге ул 66;Пн-Вс (10:00-22:00);55,74796;49,21043
MW49;Лобня9 ЕС;Лобня г, Маяковского ул 1Б;Пн-Вс (09:00-19:00);56,01268;37,48387
MH75;Наро-Фоминск ТЦ Серпантин ЕС;143306, Наро-Фоминск г, Ленина 8;Пн-Вс (09:00-22:00);55,38312;36,72809
LT50;Бур Улан-Удэ 50 лет Октября;670034, Бурятия Респ, Улан-Удэ г, 50-летия Октября пр-кт, дом № 8;Пн-Вс (10:00-20:00);51,836729;107,595048
GA36;ЕК Ирбит2;623856, Свердловская обл, Ирбит г, 50 лет Октября ул, дом № 23 ТЦ;Пн-Вс (09:00-20:00);57,674091;63,066954
MX83;XL-4 ЕС;127486, Москва г, Дмитровское ш 89;Пн-Вс (10:00-22:00);55,86375;37,54467
YA60;Воронеж36;394000, Воронежская обл, Воронеж г, Гк Жилая Зона тер, Героев Сибиряков ул, дом № 65, корпус а;Пн-Вс (09:00-21:00);51,646008;39,13914
R089;Ярцево3 ЕС;215800, Ярцево г, Советская ул 12В;Пн-Вс (09:00-19:00);55,06796;32,68906
LQ24;Бур Таксимо;671560, Бурятия Респ, Муйский р-н, Таксимо пгт, 70 лет Октября ул, дом № 46а;Пн-Вс (09:00-19:00);56,361062;114,835372
KD20;КБР Нальчик Толстого ЕС;360000, Нальчик г, Толстого 96;Пн-Вс (08:00-20:00);43,48883;43,60734
YO45;Архск Няндома;164200, Архангельская обл, Няндомский р-н, Няндома г, Строителей ул, дом № 14, строение 1 в 13 метрах, северо-восточнее;Пн-Вс (09:00-20:00);61,658102;40,199314
X437;Амур Архара Ленина1 ЕС;676740, Архара пгт, Ленина ул 105;Пн-Вс (09:00-19:00);49,42131;130,08388
P762;ПНЗ Кузнецк ТЦ Гулливер2 ЕС;442500, Кузнецк г, Белинского ул 82Б;Пн-Вс (09:00-21:00);53,11744;46,58807
RH01;Чернянка ЕС;Чернянка п, Октябрьская пл 11;Пн-Вс (09:00-18:00);50,94284;37,80441
K153;КЧР Черкесск Ленина2 ЕС;369394, Черкесск г, Ленина ул 73;Пн-Вс (09:00-21:00);44,21878;42,0459
LP02;Якутия Алдан Центр;678900, Саха /Якутия/ Респ, Алданский у, Алдан г, 10 лет Якутии ул, дом № 9;Пн-Пт (09:00-20:00);58,612355;125,389667
LR09;Ирк Усть-Илимск Дружбы Народов 2;666682, Иркутская обл, Усть-Илимск г, Мира пр-кт, дом № 41б;Пн-Вс (10:00-19:40);57,942427;102,734604
K683;Крнд Тимашевск Красная ЕС;352700, Тимашевск г, Красная ул 107 / Братская ул 158;Пн-Вс (08:00-20:00);45,61181;38,93347
N482;Крск Дудинка Островского2 ЕС;647000, Дудинка г, Островского ул 16;Пн-Ср (12:00-19:00), Пт-Сб (12:00-19:00);69,40834;86,18166
L554;Балашиха ТЦ Светофор2;143900, Московская обл, Балашиха г, Энтузиастов ш, дом № 1Б ТЦ Светофор;Пн-Вс (10:00-22:00);55,794274;37,926578
N952;Нсиб ТЦ Сан СИТИ2 ЕС;630064, Новосибирск г, Карла Маркса пл 7;Пн-Вс (10:00-22:00);54,9804;82,89817
L142;ТРЦ Мозаика;115193, Москва г, Кожуховская 7-я ул, дом № 9;Пн-Вс (10:00-22:00);55,710655;37,675435
N144;Алтай Барнаул ТЦ Огни2 ЕС;656054, Барнаул г, Антона Петрова ул 219Б;Пн-Вс (10:00-22:00);53,35949;83,6985
LP96;Хабаровск 60 лет Октября;"680014, Хабаровский край, Хабаровск г, 60-летия Октября пр-кт, остановка городского транспорта ""Южнопортовая""";Вт-Сб (10:00-20:00);48,470668;135,118474
L386;Павловский Посад5;142500, Московская обл, Павлово-Посадский р-н, Павловский Посад г, Привокзальная ул, дом № 19;Вт-Чт (09:00-18:00), Сб-Вс (09:00-18:00);55,776893;38,675739
GC35;Тмн Тобольск Жемчужина;626157, Тюменская обл, Тобольск г, 7-й мкр, дом № 30 ТЦ Жемчужина Сибири;Пн-Вс (10:00-22:00);58,231145;68,270812
GC43;Тмн Ялуторовск Ретро;627010, Тюменская обл, Ялуторовский р-н, Ялуторовск г, Ленина ул, дом № 17, строение 2 ТЦ Ретро;Пн-Вс (09:00-19:00);56,6527;66,316194
L301;Королев8;141075, Московская обл, Королев г, Космонавтов пр-кт, у дома 20/35;Пн-Вс (10:00-21:00);55,914323;37,865757
YB26;Киржач;601010, Владимирская обл, Киржач г, Гагарина ул, дом № 28;Пн-Вс (09:00-18:00);56,161779;38,873498
GE11;ЯНАО Вынгапуровский;629828, Ямало-Ненецкий АО, Ноябрьск г, Вынгапуровский мкр, Ленина ул, дом № 16;Пн-Пт (10:00-20:00);62,981856;76,99887
YC93;Суджа;307800, Курская обл, Суджанский р-н, Суджа г, Привокзальная площадь;Пн-Вс (09:00-19:00);51,205436;35,309668
L112;Рязанский проспект5;109377, Москва г, Рязанский пр-кт, дом № 46, строение 1 1 этаж и подвал, помещения на плане БТИ 1, 1а, 2, 3, 4;Пн-Вс (09:00-22:00);55,717345;37,791929
GN61;Крнд Новомихайловский2;352855, Краснодарский край, Туапсинский р-н, Новомихайловский пгт, Мира ул, дом № 76;Пн-Вс (08:00-20:00);44,253581;38,846729
N405;Ирк Шелехов 4 микрорайон2 ЕС;666036, Шелехов г, 4 мкр 9;Пн-Пт (10:00-20:00);52,20939;104,06324
RH38;Лебедянь2 ЕС;399610 Липецкая обл г Лебедянь ул Мира д 7;Пн-Вс (09:00-19:00);53,0107;39,13175
LR52;КО Нкуз Бардина;654041, Кемеровская обл, Новокузнецк г, Бардина пр-кт, дом № 2 пом.№2;Пн-Вс (09:00-21:00);53,747617;87,119807
LQ17;Алтай Барнаул ТЦ Огни;656000, Алтайский край, Барнаул г, Антона Петрова ул, дом № 219, корпус Б;Пн-Вс (10:00-22:00);53,359135;83,697961
GN28;СО Владикавказ Алан;362045, Северная Осетия - Алания Респ, Владикавказ г, Владикавказская ул, дом № 26/4;Пн-Вс (08:00-20:00);43,049395;44,6322
LP20;Амур Благовещенск ТЦ Острова;675000, Амурская обл, Благовещенск г, Мухина ул, дом № 114, помещение 20004;Пн-Вс (10:00-22:00);50,281303;127,512482
GN78;Крнд Полтавская2;353800, Краснодарский край, Красноармейский р-н, Полтавская ст-ца, Интернациональная ул, дом № 176 А;Пн-Вс (09:00-19:00);45,367722;38,208252
YC86;Старица;171361, Тверская обл, Старицкий р-н, Старица г, Володарского ул, дом № 15;Пн (09:00-19:00), Чт-Вс (09:00-19:00);56,515561;34,935196
U301;Крг Куйбышева1 ЕС;640018, Курган г, Куйбышева ул 74д;Пн-Вс (10:00-20:00);55,43866;65,35811
LE71;РТ Чебоксары МТВ2;Чувашская Республика, Чебоксары, проспект Ивана Яковлева, 4Б;Пн-Сб (10:00-21:00), Вс (10:00-20:00);56,101976;47,265874
YD66;Воронеж ТРЦ Московский;"394005, Воронежская обл, Воронеж г, Московский пр-кт, 129/1 ТРЦ ""Московский""";Пн-Вс (10:00-22:00);51,717747;39,177533
L558;Арбат2;119002, Москва г, Арбат ул, дом № 25/36;Пн-Вс (11:00-21:00);55,750099;37,594773
L539;ТЦ Водный3;125130, Москва г, Головинское ш, дом № 5 ТЦ Водный;Пн-Вс (10:00-22:00);55,840245;37,492024
GD51;Члб Магнитогорск ТЦ Континент;455000, Челябинская обл, Магнитогорск г, Ленина пр-кт, дом № 83 ТРК Континент;Пн-Вс (10:00-21:00);53,403343;58,987449
L387;Павловский Посад6;142500, Московская обл, Павлово-Посадский р-н, Павловский Посад г, Большая Покровская ул, дом № 35;Пн-Вс (09:00-21:00);55,771442;38,652049
YA05;Тамбов18 SvStore;392000, Тамбовская обл, Тамбов г, Советская ул, дом № 99а ТРЦ Рио;Пн-Вс (10:00-22:00);52,724243;41,456959
GC11;Тмн Вояж;625000, Тюменская обл, Тюмень г, Герцена ул, дом № 94 ТЦ Галерея Вояж;Пн-Вс (10:00-22:00);57,146333;65,542377
LR46;КО Ленинск-Кузнецкий ТЦ Фабрика;652523, Кемеровская обл, Ленинск-Кузнецкий г, Телефонная ул, дом № 13;Пн-Вс (09:00-20:00);54,708021;86,194746
L318;Лесной городок;143080, Московская обл, Одинцовский р-н, Лесной Городок дп, Школьная ул, дом № 1;Пн-Вс (10:00-20:00);55,632983;37,212303
LP56;Якутия Мирный Ленинградский;678174, Саха /Якутия/ Респ, Мирнинский у, Мирный г, Ленинградский пр-кт, дом № 23, кв.75;Пн (09:00-19:00), Ср-Сб (09:00-19:00);62,539063;113,976773
GA82;ЕК Нижняя Тура;624222, Свердловская обл, Нижняя Тура г, Усошина ул, дом № 8;Пн-Вс (10:00-20:00);58,630479;59,854361
LD25;МРД Зубова Поляна;431110, Мордовия Респ, Зубово-Полянский р-н, Зубова Поляна рп, Советская ул, дом № 1Б;Пн-Вс (09:00-18:00);54,078753;42,844483
YC35;Переславль-Залесский2;152025, Ярославская обл, Переславль-Залесский г, Строителей ул, дом № 41;Пн (09:00-18:00), Чт-Вс (09:00-18:00);56,750385;38,880716
LZ23;Южно-Сахалинск Монерон;"693020, Сахалинская обл, Южно-Сахалинск г, Ленина ул, дом № 180 ТЦ ""Монерон""";Пн-Вс (09:30-20:00);46,962774;142,728459
GB39;Крг Катайск;640000, Курганская обл, Катайский р-н, Катайск г, Ленина ул, дом № 245/1;Пн-Вс (09:00-20:00);56,283657;62,583203
LQ08;Алтай Горно-Алтайск ТЦ Горный;649000, Алтай Респ, Горно-Алтайск г, Коммунистический пр-кт, дом № 109/2;Пн-Вс (09:00-20:00);51,962283;85,912332
GE16;ЯНАО Лабытнанги;"629400, Ямало-Ненецкий АО, Лабытнанги г, Первомайская ул /Гагарина ул (рядом с магазином ""Спектр"") Слева от павильона Спектр";Пн-Вс (09:00-21:00);66,656786;66,381709
R416;Починок ЕС;216450, Починок г, Советская ул 21;Пн-Вс (08:30-19:30);54,40731;32,43404
RF14;Моршанск2 ЕС;393950, Моршанск г, Октябрьская пл 29;Пн-Вс (08:00-19:00);53,44505;41,81288
X085;Хабаровск ТЦ Большая Медведица ЕС;680009, Хабаровск г, Карла-Маркса 91;Пн-Вс (09:00-20:00);48,49742;135,09815
YP53;СПб Девяткино Менделеева;188662, Ленинградская обл, Всеволожский р-н, Мурино п, Менделеева б-р, дом № 1/1;Пн-Вс (09:00-22:00);60,051413;30,437633
KG43;Крнд Сочи Северная ЕС;354000, Сочи г, Северная ул 6;Пн-Вс (09:00-21:00);43,59421;39,72801
W561;РТ Чебоксары Мадагаскар3 ЕС;428029, Чебоксары г, Ленинского Комсомола ул 21А;Пн-Вс (10:00-22:00);56,10761;47,28073
MW89;ТЦ РИО 6 ЕС;119331, Москва г, Вернадского пр-т 86а;Пн-Вс (10:00-22:00);55,66295;37,48136
YO91;Мрмск Заполярный;184430, Мурманская обл, Печенгский р-н, Заполярный г, Юбилейная ул;Пн-Вс (10:00-20:00);69,427873;30,809543
YB83;Малоярославец2;249091, Калужская обл, Малоярославецкий р-н, Малоярославец г, Ленина ул, дом № 2;Пн-Вс (09:00-21:00);55,011464;36,46278
GL45;Влд Камышин5;403873, Волгоградская обл, Камышин г, Пролетарская ул, примерно в 60 метрах по направлению на северо-запад от дома № 101;Пн-Вс (09:00-19:00);50,077329;45,400644
GA18;ЕК Асбест Nebo;624260, Свердловская обл, Асбест г, Ленинградская ул, дом № 26/2 ТЦ Nebo;Пн-Вс (10:00-21:00);57,013317;61,454256
LE51;СРТ ТЦ Оранжевый;410015, Саратовская обл, Саратов г, Им Орджоникидзе Г.К. пл, дом № 1 ТЦ Оранжевый;Пн-Вс (10:00-21:00);51,512161;45,948823
LZ26;Южно-Сахалинск Проспект Победы;693008, Сахалинская обл, Южно-Сахалинск г, Ленина ул, дом № 285;Пн-Вс (09:00-20:00);46,950192;142,731666
GD70;Члб Миасс8;456320, Челябинская обл, Миасс г, Октябрьская ул, дом № 2;Пн-Вт (10:00-20:00), Чт-Сб (10:00-20:00);54,985959;60,102265
GC09;Тмн Ашан;625000, Тюменская обл, Тюмень г, Дмитрия Менделеева ул, дом № 1 ТЦ Ашан;Пн-Пт (10:00-19:00);57,116649;65,551938
YS04;СПб ТЦ Жемчужная Плаза;198206, Санкт-Петербург г, Петергофское ш, дом № 51, литера А ТЦ Жемчужная Плаза;Пн-Вс (10:00-22:00);59,849202;30,144245
R094;Осташков2 ЕС;172730, Осташков г, Загородная ул 2;Пн-Вс (09:00-19:00);57,13987;33,1243
LP59;Прим Находка Ладья;692900, Приморский край, Находка г, Мира пр-кт, дом № 3а;Пн-Пт (10:00-19:00);42,832788;132,894394
L075;Москва Сити Империя;123100, Москва г, Пресненская наб, дом № 6, строение 2 БЦ Империя Тауэр, Москва Сити;Пн-Пт (10:00-19:00);55,748676;37,540196
YA31;Брянск25;241023, Брянская обл, Брянск г, Объездная ул, дом № 30;Пн-Вс (10:00-22:00);53,275746;34,315813
GA07;ЯНАО Новый Уренгой Солнечный;629305, Ямало-Ненецкий АО, Новый Уренгой г, Сибирская ул, дом № 26 Донской мкр, д. № 1;Пн-Вс (10:00-22:00);66,083291;76,630397
YP44;СПб Гатчина ОКЕЙ;188300, Ленинградская обл, Гатчинский р-н, Гатчина г, Ленинградское ш, дом № 12 ТЦ Окей;Пн-Вс (10:00-20:00);59,583589;30,13863
LD08;РТ Янаул Ленина6;452800, Башкортостан Респ, Янаульский р-н, Янаул г, Ленина ул, дом № 6, корпус 2;Пн-Вс (09:00-21:00);56,268211;54,934445
LR45;КО Ленинск-Кузнецкий Пл Победы 2;652500, Кемеровская обл, Ленинск-Кузнецкий г, Кирова пр-кт, дом № 46 Помещение 1;Пн-Ср (09:00-19:00), Пт-Сб (09:00-19:00);54,665932;86,166573
GB58;Пермь Верещагино;"617120, Пермский край, Верещагинский р-н, Верещагино г, Ленина ул, дом № 11 часть помещения магазина ""Маруся"" №1,2, 1 этаж";Пн-Вс (09:00-20:00);58,079913;54,659548
GL79;КБР Прохладный;361041, Кабардино-Балкарская Респ, Прохладный г, Ленина ул (торговый ряд) Торговый ряд;Пн-Вс (09:00-20:00);43,758076;44,007594
K139;КЧР Карачаевск Ленина ЕС;369200, Карачаевск г, Ленина ул 34Г;Пн-Вс (08:00-20:00);43,76969;41,90796
P120;МРД Саранск Гагарина ЕС;430027, Саранск г, Гагарина ул 99a;Пн-Вс (10:00-21:00);54,16601;45,14972
LZ10;Хабаровск ТЦ Горизонт;680000, Хабаровский край, Хабаровск г, Большая ул, дом № 88 ТЦ Горизонт;Вт-Чт (10:00-20:00), Сб-Вс (10:00-20:00);48,505199;135,08548
KD54;Крнд Гулькевичи Комсомольская ЕС;352190, Гулькевичи г, Комсомольская 105;Пн-Вс (08:00-19:00);45,36026;40,69495
N464;Алтай Бийск Васильева2 ЕС;659305, Бийск г, Васильева ул 42;Пн-Вс (09:00-19:00);52,51036;85,14542
N582;Тыва Кызыл Добровольцев4 ЕС;667000, Кызыл г, Тувинских Добровольцев ул 19;Пн-Вс (09:00-20:00);51,71891;94,44194
RG12;Новый Оскол2 ЕС;308000, Белгородская обл. г. Новый Оскол, пл. Революции;Пн-Вс (08:00-19:00);50,76206;37,86469
U664;Пермь ТЦ Столица ЕС;614000, Пермь г, Мира ул 41/1;Пн-Вс (10:00-21:00);57,97735;56,1896
RE31;Щигры2 ЕС;306530, Щигры г, Красная ул 4;Пн-Вс (08:00-19:00);51,87119;36,91812
R023;Владимир ТК Торговые ряды ЕС;600000, Владимир г, Большая Московская ул 19;Пн-Вс (09:00-19:00);56,12829;40,40293
GB45;Крг Пушкинский;640003, Курганская обл, Курган г, Пушкина ул, дом № 25;Пн-Ср (10:00-20:00), Пт-Сб (10:00-20:00);55,432215;65,319094
KI01;ЭЛСТ Элиста4 ЕС;"358000, Элиста г, Ленина ул 239 ""Б""";Пн-Вс (08:00-20:00);46,30809;44,26388
LE42;СРТ Пугачев;413720, Саратовская обл, Пугачев г, МГорького ул, дом № 40;Пн-Вс (08:00-19:00);52,007805;48,810814
P901;МРД Саранск Веселовского ЕС;430000, Саранск г, Веселовского ул 62А;Пн-Вс (09:00-20:00);54,22611;45,13296
N411;Хкс Абакан Шевченко ЕС;655012, Абакан г, Тараса Шевченко ул 62а;Пн-Вс (09:00-20:00);53,72046;91,46064
UR31;Члб Златоуст ТЦ Тарелка ЕС;456209, Златоуст г, Мира пр-т 32/1;Пн-Вс (10:00-20:00);55,12468;59,7002
S025;Калин Черняховск Ленина ЕС;238151, Черняховск г, Ленина ул 16;Ср-Вс (10:00-18:00);54,63489;21,81457
U655;Пермь Березники ТЦ ЦУМ ЕС;618400, Березники г, Пятилетки ул 41;Пн-Вс (10:00-21:00);59,40614;56,80581
L409;Раменское5;140108, Московская обл, Раменский р-н, Раменское г, Советская ул, дом № 16;Пн-Вс (09:00-22:00);55,566486;38,22866
YR24;СПб ОКЕЙ Индустриальный;195298, Санкт-Петербург г, Индустриальный пр-кт, дом № 25, литер А неж. пом. инв. № 49;Пн-Вс (10:00-21:00);59,947129;30,477609
GE02;Члб Фиеста;454138, Челябинская обл, Челябинск г, Молодогвардейцев ул, дом № 7 ТЦ Фиеста;Пн-Вс (10:00-22:00);55,205091;61,32817
LB66;РТ Оренбург - Север;460000, Оренбургская обл, Оренбург г, Дзержинского пр-кт, дом № 23;Пн-Вс (10:00-22:00);51,834135;55,129756
GN77;Крнд Павловская;352040, Краснодарский край, Павловский р-н, Павловская ст-ца, Ленина ул, дом № 24;Пн-Вс (08:00-20:00);46,135969;39,783761
LQ13;Алтай Барнаул Площадь Советов;656049, Алтайский край, Барнаул г, Ленина пр-кт, дом № 51;Пн-Вс (09:00-20:00);53,344739;83,779947
LP53;Магд Грант;685000, Магаданская обл, Магадан г, Гагарина ул, дом № 27 1 этаж магазина;Пн-Вс (09:00-21:00);59,554106;150,810383
GC07;Пермь Чусовой;618200, Пермский край, Чусовой г, Мира ул, дом № 17;Пн-Вс (10:00-20:00);58,269898;57,804091
LR04;Ирк Усолье-Сибирское;665451, Иркутская обл, Усолье-Сибирское г, Интернациональная ул, дом № 40, 62;Пн-Вс (09:00-21:00);52,751621;103,658937
YC03;Новомичуринск;391160, Рязанская обл, Пронский р-н, Новомичуринск г, Энергетиков пр-кт, дом № 41/2;Пн-Пт (09:00-19:00);54,037508;39,751462
GB47;Крг Шадринск2;641870, Курганская обл, Шадринск г, примерно в одиннадцати метрах в восточном направлении от ориентира здание,Комсомольская ул, дом № 17;Пн-Вс (10:00-20:00);56,082694;63,630456
LQ68;Ирк Братск Юнона;665708, Иркутская обл, Братск г, Центральный жилрайон, Кирова ул, дом № 16/30, пом. 1008;Пн-Ср (09:00-21:00), Чт (09:00-19:00), Пт-Сб (09:00-21:00), Вс (09:00-19:00);56,15492;101,623923
LT03;Тыва Кызыл Добровольцев;667000, Тыва Респ, Кызыл г, Тувинских Добровольцев ул, дом № 21;Пн-Вс (08:00-20:00);51,718751;94,441996
L179;ТЦ РИО 2;127204, Москва г, Дмитровское ш, дом № 163а ТЦ РИО;Пн-Вс (10:00-22:00);55,909116;37,539302
GD63;Члб Магнитогорск6;455044, Челябинская обл, Магнитогорск г, Карла Маркса пр-кт, дом № 99;Пн-Вс (10:00-18:00);53,401698;58,978935
LS55;Нсиб ТЦ Зауралье;630112, Новосибирская обл, Новосибирск г, Фрунзе ул, дом № 238 ТЦ Зауралье;Пн-Вс (10:00-22:00);55,03897;82,960728
GD84;Члб Сатка2;456910, Челябинская обл, Саткинский р-н, Сатка г, Индустриальная ул, дом № 1;Пн-Вс (09:00-19:00);55,042045;58,976491
LT21;Збк Борзя;674600, Забайкальский край, Борзинский р-н, Борзя г, Лазо ул, дом № 56;Пн-Вс (09:00-20:00);50,388832;116,524081
LZ27;Южно-Сахалинск Сити Молл;693014, Сахалинская обл, Южно-Сахалинск г, Хомутово п/р, 2-я Центральная ул, дом № 1Б ТЦ Сити Молл;Пн-Вс (10:00-21:00);46,900361;142,742209
GC68;ХМАО Нефтеюганск;628310, Ханты-Мансийский Автономный округ - Югра АО, Нефтеюганск г, 12-й мкр, дом № 29;Пн-Вт (10:00-19:00), Чт-Сб (10:00-19:00);61,100345;72,588827
GE28;ЯНАО Ноябрьск2;"629802, Ямало-Ненецкий АО, Ноябрьск г, Ленина ул, павильоны №5,6, район микрорайона ""И-2""";Пн-Вс (09:00-21:00);63,195945;75,438157
LZ37;Якутск Дзержинского;677000, Саха /Якутия/ Респ, Якутск г, Дзержинского ул, дом № 70;Пн-Вс (09:00-20:00);62,060751;129,742947
GL12;Адг Майкоп СВ3;385000, Адыгея Респ, Майкоп г, Краснооктябрьская ул, дом № 30 Майкоп г, Краснооктябрьская ул, дом № 30/Пролетарская, 233;Пн-Вс (09:00-19:00);44,608713;40,10519
YC71;Сафоново;215500, Смоленская обл, Сафоновский р-н, Сафоново г, Советская ул, дом № 9;Пн-Вс (09:00-20:00);55,109962;33,245124
LP43;Хаб Комсом-на-Амуре Ленина;681013, Хабаровский край, Комсомольск-на-Амуре г, Ленина пр-кт, дом № 32, помещение 1004;Пн-Пт (10:00-20:00);50,550501;137,008135
LR13;Ирк Черемхово;665407, Иркутская обл, Черемхово г, Первомайская ул, дом № 199;Пн-Вс (09:00-21:00);53,170208;103,042063
YO92;Мрмск Кандалакша;184042, Мурманская обл, Кандалакша г, Первомайская ул, дом № 57;Пн-Вс (09:00-20:00);67,152505;32,414415
LS39;Крск Шарыпово;662311, Красноярский край, Шарыпово г, Пионерный мкр, дом № 9;Пн-Вт (09:00-19:00), Чт-Пт (09:00-19:00), Вс (09:00-19:00);55,524753;89,189994
YA92;Дятьково;242600, Брянская обл, Дятьковский р-н, Дятьково г, Ленина ул от Ленина пл;Пн-Вс (09:00-20:00);53,596739;34,338524
LA81;РТ Ижевск Петровский;426068, Удмуртская Респ, Ижевск г, им Петрова ул, дом № 29;Пн-Вс (10:00-22:00);56,871312;53,289642
LS61;НСиб Учительская;630110, Новосибирская обл, Новосибирск г, Богдана Хмельницкого ул, дом № 63А;Пн-Пт (09:00-19:00);55,081777;82,964693
YP77;СПб Колпино ТРК Меркурий;196650, Санкт-Петербург г, Колпино г, Пролетарская ул, дом № 36, Лит. А, ТРК Меркурий;Пн-Вс (10:00-20:00);59,74051;30,583438
YS02;СПб ТЦ Атмосфера;197372, Санкт-Петербург г, Комендантская пл, дом № 1, литер А ТЦ Атмосфера;Пн-Вс (10:00-22:00);60,007772;30,259761
GC40;Тмн ЦУМ;625002, Тюменская обл, Тюмень г, Орджоникидзе ул, дом № 63а ТЦ ЦУМ;Пн-Вс (10:00-21:00);57,148704;65,540968
LQ97;Ирк ТЦ Jam МОЛЛ;664043, Иркутская обл, Иркутск г, Сергеева ул, дом № 3 ТЦ Jam МОЛЛ;Пн-Вс (10:00-21:00);52,265177;104,22299
GL96;Крнд Анапа2;353440, Краснодарский край, Анапский р-н, Анапа г, Красноармейская ул, дом № 15;Пн-Вс (08:00-20:00);44,898591;37,324834
