partnerCode;shopName;shopAddress;workingHours;latitude;longitude
GA12;ЕК Алапаевск;624600, Свердловская обл, Алапаевск г, Братьев Серебряковых ул, дом № 14;Пн-Вс (09:00-19:00);57,851773;61,695117
GB52;Пермь Айсберг;614000, Пермский край, Пермь г, Попова ул, дом № 16 ТЦ Айсберг;Пн-Вс (09:00-21:00);58,008549;56,228164
GC33;Тмн Столица;625000, Тюменская обл, Тюмень г, Московский тракт, дом № 118;Пн-Вс (10:00-22:00);57,135147;65,493796
L422;Сергиев Посад2;141310, Московская обл, Сергиево-Посадский р-н, Сергиев Посад г, Красной Армии пр-кт, дом № 171;Ср-Вс (09:00-19:00);56,316107;38,136709
GA94;ЕК Победы;620042, Свердловская обл, Екатеринбург г, Победы ул, дом № 96;Пн-Вс (09:00-21:00);56,903558;60,588116
GM54;РнД Горизонт;"344000, Ростовская обл, Ростов-на-Дону г, Михаила Нагибина пр-кт, дом № 32 Ж ТЦ Горизонт, 1-ый этаж, возле кинотеатра ""КиноМакс""";Пн-Вс (10:00-22:00);47,259405;39,719957
YP29;СПб Василеостровская;190000, Санкт-Петербург г, Средний ВО пр-кт, дом № 28/29, литера А, помещение 23-Н;Пн-Вс (09:00-21:00);59,943026;30,279306
YR28;СПб ОКЕЙ Озерки;194356, Санкт-Петербург г, Выборгское ш, дом № 3, корпус 1;Пн-Вс (10:00-21:00);60,038319;30,320823
YR25;СПб ОКЕЙ Космонавтов;196233, Санкт-Петербург г, Космонавтов пр-кт, дом № 45, литера А;Пн-Вс (10:00-21:00);59,851445;30,350138
YR23;СПб ОКЕЙ Жукова;198332, Санкт-Петербург г, Маршала Жукова пр-кт, дом № 31, корпус 1;Пн-Вс (10:00-21:00);59,858528;30,228573
L286;Климовск;142180, Московская обл, Климовск г, 50- летия Октября пр-кт, дом № 7;Пн-Вс (09:00-19:00);55,379658;37,542405
LB42;РТ Набережные Челны4;"423800, Татарстан Респ, Набережные Челны г, им Вахитова пр-кт, остановка ""Глобус""";Пн-Вс (09:00-21:00);55,745614;52,424284
LA37;РТ Бугульма;423230, Татарстан Респ, Бугульминский р-н, Бугульма г, Газинура Гафиатуллина ул, дом № 47А;Пн-Вс (09:00-20:00);54,536413;52,789489
GD89;Члб Сталеваров;454038, Челябинская обл, Челябинск г, Сталеваров ул, дом № 66;Вт-Чт (10:00-18:00), Сб-Вс (10:00-18:00);55,251678;61,402379
L282;Истра2;143500, Московская обл, Истринский р-н, Истра г, Урицкого пл, дом № 1А ТК;Пн-Вс (09:00-21:00);55,91407;36,862274
GN99;Крнд Стасова;350000, Краснодарский край, Краснодар г, Ставропольская ул, дом № 189/1;Пн-Вс (09:00-20:00);45,017087;39,04184
GD19;Члб Гагарина;454010, Челябинская обл, Челябинск г, Гагарина ул, дом № 16;Пн-Вс (10:00-20:00);55,139689;61,439593
LD34;МРД Саранск3;"430000, Мордовия Респ, Саранск г, Косарева ул, Территория северо-восточного рынка, павильон ""Хозтовары"" №17 рынок Заречье,";Пн-Вс (09:00-20:00);54,197431;45,243559
GN57;Крнд Лоо;354208, Краснодарский край, Сочи г, Лазаревский р-н, Лоо п, Декабристов ул, дом № 20ж;Пн-Вс (08:00-18:00);43,688217;39,594558
GB46;Крг Шадринск;641870, Курганская обл, Шадринск г, Свердлова ул, дом № 62;Пн-Вт (10:00-18:00), Чт-Пт (10:00-18:00), Вс (10:00-18:00);56,085438;63,619389
LR20;Кмр Арго;650025, Кемеровская обл, Кемерово г, Кузнецкий пр-кт, дом № 79;Пн-Вс (09:00-21:00);55,344251;86,059835
GO18;Крнд Геленджик;353460, Краснодарский край, Геленджик г, Островского ул, дом № 15;Пн-Вс (09:00-21:00);44,561217;38,080297
YP60;СПб Зеленогорск;197720, Санкт-Петербург г, Зеленогорск г, Ленина пр-кт, дом № 17 Б, литера А;Пн-Вс (09:00-21:00);60,197985;29,706172
YB24;Кинешма;155800, Ивановская обл, Кинешемский р-н, Кинешма г, Рылеевская ул, дом № 3;Пн-Вс (09:00-19:00);57,443223;42,16905
LC96;РТ Чебоксары Мега Молл;428000, Чувашская Респ, Чебоксары г, Калинина ул, дом № 105А;Пн-Сб (10:00-21:00), Вс (10:00-20:00);56,137687;47,277987
GC34;Тмн Тобольск;626150, Тюменская обл, Тобольск г, 4-й мкр, дом № 57/2;Пн (09:00-17:00), Ср-Чт (09:00-17:00), Сб-Вс (09:00-17:00);58,218652;68,277185
GB84;Пермь Молодежная;614000, Пермский край, Пермь г, Первомайская ул мкр-он Молодежный, дом № 10;Пн-Вс (10:00-20:00);58,114949;56,366954
LB83;РТ Савиново;421001, Татарстан Респ, Казань г, Ямашева пр-кт, дом № 93;Пн-Вс (10:00-21:00);55,826073;49,148825
GN44;Ствр Кисловодск;357700, Ставропольский край, Кисловодск г, Горького ул, дом № 26/ ул. 40 лет Октября 13/ ул. А. Губина 1а;Пн-Вс (08:00-20:00);43,909551;42,707912
GL23;Астр Исады;"414000, Астраханская обл, Астрахань г, Наташи Качуевской ул./Свердлова ул./Ногина ул, дом № 27/96/4, литер строения ""Г""";Пн-Вс (08:00-20:00);46,352937;48,038283
LQ57;Ирк Байкальская;664046, Иркутская обл, Иркутск г, Байкальская ул, ост. Волжская подземный переход, правая сторона;Пн-Вс (10:00-20:00);52,263166;104,31349
LE56;СРТ Энгельс3;413111, Саратовская обл, Энгельс г, Строителей пр-кт, дом № 2;Пн-Вс (09:00-21:00);51,48002;46,128044
YS27;СПб Южный полюс;192241, Санкт-Петербург г, Пражская ул, дом № 48/50, литера А ТЦ Южный Полюс;Пн-Вс (10:00-22:00);59,863867;30,403371
GA45;ЕК Карнавал;620034, Свердловская обл, Екатеринбург г, Халтурина ул, дом № 55;Пн-Вс (10:00-22:00);56,853121;60,550471
YP23;СПб Ашан-Парнас;188640, Ленинградская обл, Всеволожский р-н, западнее пос. Бугры, пересечение КАД (кольцевой дороги) и автодороги Санкт-Петербург - Скотное Пересечение КАД и пр-та Энгельса, ТЦ Ашан Парнас;Пн-Вс (09:00-20:00);60,092623;30,381546
LR23;Кмр Лапландия;650023, Кемеровская обл, Кемерово г, Октябрьский пр-кт, дом № 34;Пн-Вс (10:00-21:00);55,350397;86,133617
LA28;РТ Баймак - Салавата Юлаева;453631, Башкортостан Респ, Баймакский р-н, Баймак г, Салавата Юлаева ул, дом № 17;Пн-Вс (09:00-20:00);52,59475;58,303222
LQ94;Ирк Тулун;665268, Иркутская обл, Тулун г, Ленина ул, дом № 96а;Пн-Вс (09:00-21:00);54,55712;100,578038
YB94;Мценск;303030, Орловская обл, Мценск г, Мира ул, дом № 36;Пн-Вс (09:00-20:00);53,279518;36,57343
GA39;ЕК Каменск-Уральский3;623408, Свердловская обл, Каменск-Уральский г, Суворова ул, дом № 24;Пн-Вс (10:00-21:00);56,390757;61,929403
GB75;Пермь Кудымкар;619000, Пермский край, Кудымкар г, Данилова ул, дом № 13в;Пн-Вс (09:00-19:00);59,016795;54,657176
L408;Раменское4;"140108, Московская обл, Раменский р-н, Раменское г, Ногина ул, у магазина ""Россияне""";Пн-Вс (10:00-21:00);55,567173;38,225148
YP35;СПб Всеволожск 2;188643, Ленинградская обл, Всеволожский р-н, Всеволожск г, Всеволожский пр-кт, дом № 72;Пн-Пт (11:00-17:00);60,014763;30,647276
LA24;РТ Альметьевск - Панорама;423450, Татарстан Респ, Альметьевский р-н, Альметьевск г, Ленина ул, дом № 100;Пн-Вс (10:00-22:00);54,899325;52,273924
GD96;Члб Троицк2;457100, Челябинская обл, Троицкий р-н, Троицк г, Гагарина ул, дом № 39;Пн-Вс (09:00-21:00);54,08853;61,558274
L233;Воскресенск;140200, Московская обл, Воскресенский р-н, Воскресенск г, Ленина пл, дом № 5;Пн-Вс (10:00-22:00);55,321627;38,672868
L384;Павловский Посад2;142500, Московская обл, Павлово-Посадский р-н, Павловский Посад г, Революции пл, дом № 7;Пн-Ср (09:00-18:00), Пт (09:00-18:00), Вс (09:00-18:00);55,780809;38,652217
GL62;Влд ТКРеал;"400000, Волгоградская обл, Волгоград г, Историческая ул, дом № 175 ООО ТРК ""Реал-гипермаркет""";Пн-Вс (09:00-22:00);48,756119;44,478213
LR22;Кмр Кесало;650903, Кемеровская обл, Кемерово г, Ленина ул, юго-восточнее дома №135;Пн-Вт (09:00-19:00), Чт-Сб (09:00-19:00);55,347956;86,160103
YR31;СПб ОКЕЙ Просвещения;195297, Санкт-Петербург г, Просвещения пр-кт, дом № 80, корпус 2, литера А;Пн-Вс (10:00-21:00);60,039093;30,409846
LC48;РТ Ульяновск - Дарс;432072, Ульяновская обл, Ульяновск г, Ульяновский пр-кт, дом № 1 Заволжский район;Пн-Вс (10:00-21:00);54,369196;48,587101
LQ64;Ирк Братск 2;665709, Иркутская обл, Братск г, Энергетик жилрайон, Пирогова ул, на существующей остановочной площадке, северо-восточнее дома №10 северо-восточнее дома № 10;Пн-Вс (09:00-19:00);56,311193;101,750984
YC81;Смоленск4;214000, Смоленская обл, Смоленск г, Гагарина пр-кт, дом № 1 ТЦ Юнона,1 этаж;Пн-Вс (10:00-20:00);54,777284;32,050389
YB66;Ливны;303850, Орловская обл, Ливны г, М.Горького ул, дом № 7;Пн-Вс (09:00-19:00);52,427099;37,605731
LR07;Ирк Усть-Илимск 1;"666681, Иркутская обл, Усть-Илимск г, Мечтателей ул, р-н кинотеатра ""Яросама""";Пн-Вс (09:00-21:00);57,943039;102,741523
GL49;Влд Михайловка;403343, Волгоградская обл, Михайловка г, Обороны ул, дом № 44;Пн-Вс (09:00-19:00);50,071546;43,234239
LQ91;Ирк Тайшет;665008, Иркутская обл, Тайшет г, Транспортная ул, 22 метра на юго-восток от дома №11 22 метра на юго-восток от дома № 11;Пн-Вс (09:00-19:00);55,937546;98,010662
L241;Дзержинский;140090, Московская обл, Дзержинский г, Лесная ул, дом № 1;Пн-Вт (09:00-19:00), Пт-Вс (09:00-19:00);55,630742;37,854005
YB08;Иваново8;153037, Ивановская обл, Иваново г, 8 Марта ул, дом № 32;Пн-Вс (10:00-22:00);57,005306;40,984528
LR10;Ирк Усть-Кут;666784, Иркутская обл, Усть-Кут г, Кирова ул, дом № 19/а привокзальной площади ст. Лена;Пн-Вс (09:00-20:00);56,780894;105,744762
LD89;НН ТЦ Гагаринский;603009, Нижегородская обл, Нижний Новгород г, Гагарина пр-кт, дом № 105 А ТЦ Гагаринский;Пн-Вс (09:00-21:00);56,235755;43,952655
LA54;РТ Гай - Ленина;462631, Оренбургская обл, Гай г, Ленина ул, дом № 48;Пн-Вс (10:00-20:00);51,675198;58,640656
L474;Щелково6;141113, Московская обл, Щелковский р-н, Щелково г, Пролетарский пр-кт, дом № 4, корпус 3;Пн-Вс (10:00-21:00);55,917144;37,997232
YP34;СПб Восстания 1;191036, Санкт-Петербург г, Восстания ул, дом № 1 Лит. Б, пом. 1Н;Пн-Вс (09:00-22:00);59,931901;30,360489
GO10;Крнд Белореченск;352630, Краснодарский край, Белореченский р-н, Белореченск г, Ленина ул, дом № 75а;Пн-Вс (08:00-21:00);44,756027;39,875632
LS85;Омск Проспект Мира;644029, Омская обл, Омск г, Нефтезаводская ул, дом № 7 пересечение с Мира пр-кт, дом № 68;Пн (10:00-20:00), Ср-Пт (10:00-20:00), Вс (10:00-20:00);55,029451;73,271009
LE38;СРТ Московская;410000, Саратовская обл, Саратов г, Московская ул, дом № 59/30;Пн-Вс (09:00-21:00);51,533013;46,037469
GM84;РнД Новочеркасск2;346400, Ростовская обл, Новочеркасск г, Просвещения ул, дом № 112/57;Пн-Вс (09:00-21:00);47,41881;40,093834
GA60;ЕК Купец;620014, Свердловская обл, Екатеринбург г, 8 Марта ул, дом № 46;Пн-Вс (10:00-22:00);56,828355;60,600324
LC43;РТ Туймазы Ленина;452750, Башкортостан Респ, Туймазинский р-н, Туймазы г, Ленина пр-кт, дом № 10, офис 82;Пн-Вс (09:00-21:00);54,603305;53,700695
LB78;РТ ПаркХаус;420124, Татарстан Респ, Казань г, Ямашева пр-кт, дом № 46/33;Пн-Вс (09:00-22:00);55,829624;49,118651
YB60;Курск5;305018, Курская обл, Курск г, Кулакова пр-кт, остановка Сеймский Рынок;Пн-Вс (09:00-20:00);51,67473;36,145352
GE08;Члб Южноуральск;457040, Челябинская обл, Южноуральск г, Мира ул, дом № 44;Вт-Чт (10:00-18:00), Сб-Вс (10:00-18:00);54,442216;61,270512
LB15;РТ Кумертау Карла Маркса;453300, Башкортостан Респ, Кумертау г, Карла Маркса ул, дом № 30, пом.3;Пн-Вс (10:00-21:00);52,756842;55,794808
LS75;Омск Амурская;644052, Омская обл, Омск г, Челюскинцев 4-я ул, дом № 119, помещение 6П;Пн-Вс (09:00-21:00);55,026493;73,413706
YR32;СПб ОКЕЙ Пулковский;196140, Санкт-Петербург г, Пулковское ш, дом № 17 ГМ Окей;Пн-Вс (10:00-20:00);59,827499;30,316229
YR36;СПб ОКЕЙ Электросила;196105, Санкт-Петербург г, Московский пр-кт, дом № 137;Пн-Вс (10:00-22:00);59,881596;30,315588
YR21;СПб ОКЕЙ Большевиков;193231, Санкт-Петербург г, Большевиков пр-кт, дом № 10, корпус 1;Пн-Вс (10:00-21:00);59,912017;30,480284
L051;Ереван Плаза;115191, Москва г, Тульская Б. ул, дом № 13;Пн-Вс (10:00-22:00);55,70875;37,622091
LB85;РТ Салават Ленина;453262, Башкортостан Респ, Салават г, Ленина ул, дом № 25/9, пом.1;Пн-Вс (10:00-21:00);53,352711;55,923867
GO72;ЭЛСТ Элиста2;358000, Калмыкия Респ, Элиста г, В.И.Ленина ул, дом № 222, строение 1;Пн-Вс (08:00-20:00);46,30767;44,255265
YR58;СПб Радуга;196105, Санкт-Петербург г, Космонавтов пр-кт, дом № 14, квартал 4;Пн-Вс (10:00-22:00);59,869271;30,350566
GN35;Ствр Буденновск;356800, Ставропольский край, Буденновский р-н, Буденновск г, Красная ул, дом № 238;Пн-Вс (08:00-20:00);44,782763;44,162221
L151;ТЦ Бауманская;105005, Москва г, Бауманская ул, дом № 32, стр 2 ТЦ Елоховский пассаж;Пн-Вс (10:00-22:00);55,772334;37,677969
LC09;РТ Сибай Горняков;453833, Башкортостан Респ, Сибай г, Горняков пр-кт, дом № 20;Пн-Пт (10:00-18:00);52,721003;58,668367
LS58;НСиб ТЦ Красный проспект;630049, Новосибирская обл, Новосибирск г, Красный пр-кт, дом № 101 ТЦ Роял Парк;Пн-Вс (10:00-22:00);55,055369;82,911515
GM33;РнД Азов2;346787, Ростовская обл, Азов г, Мира ул, дом № 24;Пн-Вс (08:00-19:00);47,103338;39,424859
YR18;СПб ОКЕЙ Балканский;192281, Санкт-Петербург г, Малая Балканская ул, дом № 27, литера А ТЦ Окей;Пн-Вс (10:00-20:00);59,82971;30,382998
YR22;СПб ОКЕЙ Выборгский;194017, Санкт-Петербург г, Выборгское ш, дом № 19, корпус 1, литера А ГМ Окей;Пн-Вс (10:00-22:00);60,056513;30,309849
LD84;НН Сергач-Школьная;607500, Нижегородская обл, Сергачский р-н, Сергач г, Школьная ул, дом № 5А/1, строение 2;Пн-Ср (08:00-18:00), Сб-Вс (08:00-18:00);55,521387;45,502212
L361;Нахабино - 2;143432, Московская обл, Красногорский р-н, Нахабино пгт, Институтская ул, дом № 1А;Пн-Вс (09:00-21:00);55,841468;37,182258
YP32;СПб Волхов;187406, Ленинградская обл, Волховский р-н, Волхов г, Молодежная ул, дом № 8;Пн-Вс (09:00-20:00);59,897171;32,352666
LA35;РТ Благовещенск Седова;453431, Башкортостан Респ, Благовещенский р-н, Благовещенск г, Седова ул, дом № 111, пом./секци 22 пом/секция оф. 22;Пн-Вс (09:00-19:00);55,04809;55,955824
L287;Климовск-2;142180, Московская обл, Климовск г, Ленина ул, перед жилым домом № 16;Пн-Вс (09:00-19:00);55,360221;37,52068
LB62;РТ Октябрьский - Ленина;452614, Башкортостан Респ, Октябрьский г, Ленина пр-кт, дом № 5 г. Октябрьский, ул. Ленина д. 5;Пн-Вс (09:00-20:00);54,4825;53,469468
LD66;НН Кулебаки-Воровского;607018, Нижегородская обл, Кулебакский р-н, Кулебаки г, Воровского ул, дом № 47;Пн (09:00-19:00), Чт-Вс (09:00-19:00);55,426937;42,52055
GD49;Члб Кыштым;456871, Челябинская обл, Кыштым г, Карла Либкнехта ул, дом № 117;Пн-Ср (10:00-20:00), Пт (10:00-20:00), Вс (10:00-20:00);55,703053;60,556526
GN22;Крнд ГеленджикСВ3;353465, Краснодарский край, Геленджик г, Ленина ул, дом № 1 ТЦ Геленджик;Пн-Вс (08:00-20:00);44,561582;38,07724
LD83;НН Семёнов-Ленина;"606650, Нижегородская обл, Семенов г, Ленина ул, дом № 17а пристрой к магазину ""Простор""";Пн (09:30-18:30), Ср (09:30-18:30), Пт-Вс (09:30-18:30);56,789718;44,484789
YR49;СПб Просвещения3;194291, Санкт-Петербург г, Просвещения пр-кт, участок № 91 юго-западнее пересечения пр-кта Просвещения (у дома 35)  и пр-кта Художников;Пн-Вс (09:00-21:00);60,048999;30,353619
GD83;Члб Сатка;456910, Челябинская обл, Саткинский р-н, Сатка г, Пролетарская ул, дом № 41;Вт-Чт (10:00-18:00), Сб-Вс (10:00-18:00);55,037605;58,971803
GB51;Пермь 7 Континент;614025, Пермский край, Пермь г, Героев Хасана ул, дом № 105;Пн-Вс (10:00-22:00);57,9661;56,262471
YB78;Лиски;397901, Воронежская обл, Лискинский р-н, Лиски г, Коммунистическая ул, дом № 22б;Пн-Вс (07:00-19:00);50,978406;39,506951
GM76;Рнд КрСулин;346356, Ростовская обл, Красносулинский р-н, Красный Сулин г, Фурманова ул, дом № 2;Пн-Вс (08:00-20:00);47,896638;40,064222
GA66;ЕК Мегаполис;620142, Свердловская обл, Екатеринбург г, 8 Марта ул, дом № 149 помещение 118-120;Пн-Вс (10:00-22:00);56,80712;60,611985
YS09;СПб ТЦ Москва;191317, Санкт-Петербург г, Александра Невского пл, дом № 2, литера Е, помещение 33Н, 34Н, 46Н, 47Н, 3ЛК, 6ЛК, 8ЛК ТЦ Москва;Пн-Вс (10:00-21:00);59,924484;30,386598
LP40;Камч Елизово;684007, Камчатская обл, Елизовский р-н, Елизово г, Завойко ул, дом № 7;Пн-Сб (10:00-20:00), Вс (10:00-19:00);53,187045;158,383859
LQ93;Ирк Тайшет Суворова;665000, Иркутская обл, Тайшет г, Суворова ул, дом № 3в/1;Пн-Вт (09:00-19:00), Чт-Сб (09:00-19:00);55,936797;98,018725
LS09;Крск Минусинск;662600, Красноярский край, Минусинск г, Абаканская ул, дом № 53/1;Пн-Вс (09:00-20:00);53,691725;91,66907
LQ05;Алтай Бийск 9 Января;659315, Алтайский край, Бийск г, 9 Января пл, дом № 1;Пн-Вс (09:00-19:00);52,51125;85,145934
GA90;ЕК Первоуральск3;623101, Свердловская обл, Первоуральск г, Космонавтов пр-кт, дом № 13 ТЦ Марс;Пн-Чт (10:00-18:00), Вс (10:00-18:00);56,909954;59,931323
YO99;Мрмск ОКЕЙ Октябрьский;183038, Мурманская обл, Мурманск г, Ленина пр-кт, дом № 34;Пн-Вс (10:00-22:00);68,956866;33,067736
GN82;Крнд Ритейл-Парк;350065, Краснодарский край, Краснодар г, Уральская ул, дом № 98/11 ТЦ Ритейл Парк;Пн-Вс (10:00-22:00);45,024304;39,043917
GC42;Тмн Ялуторовск;627014, Тюменская обл, Ялуторовский р-н, Ялуторовск г, Красноармейская ул, дом № 31;Пн-Вс (09:00-19:00);56,65701;66,311566
YP68;СПб Кингисепп ТК Норд;188480, Ленинградская обл, Кингисеппский р-н, Кингисепп г, Октябрьская ул, дом № 9 ТК Норд;Пн-Вс (10:00-21:00);59,376425;28,607934
L157;ТЦ Домодедовский;115551, Москва г, Ореховый б-р, дом № 14, корпус 3 ТЦ Домодедовский;Пн-Вс (10:00-22:00);55,609727;37,720149
GL69;Влд Юбилейный2;400055, Волгоградская обл, Волгоград г, Героев Сталинграда пр-кт, дом № 3М;Пн-Вс (09:00-20:00);48,517848;44,564162
GN25;Крнд Гулькевичи;352190, Краснодарский край, Гулькевичский р-н, Гулькевичи г, Красная ул, дом № 5;Пн-Вс (08:00-20:00);45,360659;40,695384
GN46;Крнд Курганинск;352430, Краснодарский край, Курганинский р-н, Курганинск г, Комсомольская ул, дом № 37;Пн-Вс (08:00-20:00);44,881874;40,589397
GC73;ХМАО Нижневартовск2;628600, Ханты-Мансийский Автономный округ - Югра АО, Нижневартовск г, Ленина ул, дом № 15/П;Пн-Вс (10:00-22:00);60,94007;76,546191
GC74;ХМАО Нижневартовск4;628600, Ханты-Мансийский Автономный округ - Югра АО, Нижневартовск г, Интернациональная ул, дом № 73 ТЦ Подсолнух;Пн-Вс (11:00-20:00);60,943922;76,634632
LT27;Чита Сувениры;672000, Забайкальский край, Чита г, Ленина ул, дом № 125;Пн-Вс (09:00-21:00);52,036255;113,493108
YC15;Обнинск6;249034, Калужская обл, Обнинск г, Маркса пр-кт, дом № 45;Пн-Вс (10:00-22:00);55,120779;36,583576
MV84;ТЦ Люблинский пассаж2 ЕС;Москва г, Краснодарская ул 51корп2;Пн-Вс (10:00-22:00);55,67699;37,76465
L240;Дедовск;143532, Московская обл, Истринский р-н, Дедовск г, Железнодорожная ул, дом № 15;Пн-Вс (09:00-21:00);55,866023;37,125612
YP48;СПб Гатчина3;188300, Ленинградская обл, Гатчинский р-н, Гатчина г, Соборная ул, дом № 18, литера Б, помещение 11;Пн-Вс (10:00-20:00);59,565794;30,12687
LQ81;Ирк Литвинова;664003, Иркутская обл, Иркутск г, Литвинова ул, дом № 17;Пн-Вс (09:00-21:00);52,282043;104,295301
GE18;ЯНАО Муравленко;629000, Ямало-Ненецкий АО, Муравленко г, Ленина ул, дом № 99;Пн-Вт (09:00-19:00), Ср (10:00-18:00), Чт-Вс (09:00-19:00);63,793837;74,496579
GM80;РнД Миллерово2;346130, Ростовская обл, Миллеровский р-н, Миллерово г, Российская ул, дом № 59-б;Пн-Вс (08:00-20:00);48,925583;40,399646
LR12;Ирк Усть-Ордынский;669001, Иркутская обл, Эхирит-Булагатский р-н, Усть-Ордынский п, Ленина ул, дом № 21, кв.3а;Пн-Вс (09:00-21:00);52,805334;104,752306
U996;Пермь Кунгур3 ЕС;617470, Кунгур г, Пугачева ул 25;Пн-Пт (10:00-18:00);57,42677;56,95016
N066;Кмр Молодежный ЕС;650000, Кемерово г, Молодежный пр 2;Пн-Вс (10:00-21:00);55,3288;86,12478
L489;Печатники3;109383, Москва г, Шоссейная ул, дом № 1/2, строение 4;Пн-Вс (09:00-21:00);55,691734;37,728164
UR09;ЕК ТЦ Академический ЕС;620016, Екатеринбург г, Краснолесья ул 133;Пн-Вс (10:00-22:00);56,793;60,52018
LQ83;Ирк Нижнеудинск;665106, Иркутская обл, Нижнеудинск г, Ленина ул, в районе д. 51;Пн (09:00-19:00), Вт-Пт (09:00-21:00), Сб (09:00-19:00), Вс (09:00-21:00);54,904717;99,030367
LP41;Амур Зея;676244, Амурская обл, Зея г, Шохина ул, дом № 12;Пн-Пт (09:00-19:00);53,753712;127,278583
P738;ПНЗ Строителей3 ЕС;440028, Пенза г, Строителей пр-т 1в;Пн-Вс (10:00-22:00);53,22021;44,95209
N507;Ирк Литвинова3 ЕС;664003, Иркутск г, Литвинова ул 17;Пн-Вс (09:00-21:00);52,28201;104,29477
GN02;Крнд Армавир Кирова;352900, Краснодарский край, Армавир г, Кирова ул, дом № 54;Пн-Вс (08:00-20:00);44,998144;41,129265
YB96;Нелидово;172527, Тверская обл, Нелидово г, Ленина пр-кт, дом № 9/18;Пн-Вт (09:00-19:00), Чт (09:00-19:00), Сб-Вс (09:00-19:00);56,225939;32,773053
RE36;Тамбов Носовская ЕС;392000, Тамбов г, Носовская ул 9;Пн-Вс (08:00-20:00);52,72322;41,44757
R173;Кольчугино2 ЕС;601780, Кольчугино г, 3 Интернационала ул 67;Пн-Вс (10:00-19:00);56,29808;39,37952
LB23;РТ Мелеуз Иремель;453850, Башкортостан Респ, Мелеузовский р-н, Мелеуз г, Смоленская ул, дом № 38 ТЦ Иремель;Пн-Вс (09:00-21:00);52,961757;55,933245
LC46;РТ ТЦ Южный;420000, Татарстан Респ, Казань г, Победы пр-кт, дом № 91 ТЦ Южный;Пн-Вс (10:00-22:00);55,768376;49,217187
LE50;СРТ Триумф Молл;410054, Саратовская обл, Саратов г, им Зарубина ВС ул, дом № 167;Пн-Вс (10:00-22:00);51,540902;46,013444
NE06;Омск ТЦ Маяк Молл ЕС;Омск г, Комарова пр-кт 6 к 1;Пн-Вс (10:00-21:00);54,99684;73,28555
R753;Карачев ТЦ Виктория ЕС;242500, Карачев г, 50 лет Октября ул 105 В;Пн-Вс (09:15-19:00);53,12252;34,98197
GE70;ХМАО Сургут ТЦ Росич;628405, Ханты-Мансийский Автономный округ - Югра АО, Сургут г, Геологическая ул, дом № 10 ТЦ Росич;Пн-Вс (10:00-22:00);61,237635;73,447039
N454;КО Белово Юбилейная ЕС;652600, Белово г, Юбилейная ул 9;Пн-Вс (09:00-20:00);54,41107;86,30811
U199;Члб Карталы1 ЕС;457353, Карталы г, Пушкина ул 24;Пн-Вс (10:00-20:00);53,05295;60,64061
U879;ЕК ТЦ Дирижабль1 ЕС;620089, Екатеринбург г, Шварца 17;Пн-Вс (10:00-22:00);56,79692;60,62683
GB38;Крг Каргаполье;641920, Курганская обл, Каргапольский р-н, Каргаполье рп, Калинина ул, дом № 39, корпус А;Пн (09:00-18:00), Чт-Вс (09:00-18:00);55,953331;64,435634
LS16;Крск Норильск Ленинский 20;663300, Красноярский край, Норильск г, Ленинский пр-кт, дом № 20 помещение 60;Пн-Вс (11:00-20:00);69,348145;88,203711
L350;Мытищи17;141031, Московская обл, Мытищинский р-н, Алтуфьевское ш., 1-й км, строение 1 ТРЦ Весна, помещение 1-057;Пн-Вс (10:00-22:00);55,913104;37,584262
LP72;Камч Петропавловск 6 км;683024, Камчатская обл, Петропавловск-Камчатский г, 50 лет Октября пр-кт, дом № 13 остановка 6 км;Пн-Вс (09:00-21:00);53,054127;158,638008
GB40;Крг Куртамыш;641430, Курганская обл, Куртамышский р-н, Куртамыш г, Ленина пр-кт, дом № 6 Б;Пн-Вс (09:00-20:00);54,912195;64,431897
GE13;ЯНАО Губкинский Меркурий;629830, Ямало-Ненецкий АО, Губкинский г, 12-й мкр, дом № 25;Пн-Пт (09:00-21:00), Сб-Вс (09:00-20:00);64,434876;76,504626
L232;Волоколамск2;143600, Московская обл, Волоколамский р-н, Волоколамск г, Панфилова ул, дом № 22;Пн-Вс (10:00-22:00);56,031347;35,958384
K072;Крнд Тихорецк Подвойского ЕС;352120, Тихорецк г, Подвойского ул 39/2;Пн-Вс (08:00-20:00);45,85107;40,13219
R360;Брянск ТЦ Линия ЕС;241000, Брянск г, Брянского фронта ул 2;Пн-Вс (09:00-21:00);53,25743;34,32614
P431;РТ Чишмы Кирова2 ЕС;452171, Чишмы рп, Кирова ул 52;Пн-Вс (09:00-19:00);54,5911;55,39313
K581;Ствр Изобильный Ленина ЕС;356140, Изобильный г, Ленина пер 12А;Пн-Вс (09:00-19:00);45,37065;41,7083
LD30;МРД Саранск Сити Парк2;430009, Мордовия Респ, Саранск г, Волгоградская ул, дом № 71 ТЦ Сити Парк;Пн-Вс (10:00-22:00);54,181573;45,203906
L402;Пушкино4;141207, Московская обл, Пушкинский р-н, Пушкино г, Московский пр-кт, дом № 3, кв.33;Пн-Пт (09:00-21:00), Сб-Вс (09:00-22:00);56,011515;37,843292
GN29;СО Владикавказ Столица;362043, Северная Осетия - Алания Респ, Владикавказ г, Астана Кесаева ул, дом № 2, корпус А ТЦ Столица;Пн-Вс (10:00-21:00);43,052911;44,638639
